"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
59;"housemaid";"married";"secondary";"no";0;"no";"no";"telephone";27;"oct";376;1;81;3;"failure";"no"
80;"retired";"married";"secondary";"no";87;"no";"no";"telephone";27;"oct";219;2;-1;0;"unknown";"no"
56;"management";"married";"secondary";"no";0;"no";"no";"cellular";27;"oct";298;1;111;8;"other";"yes"
33;"management";"single";"tertiary";"no";373;"no";"yes";"cellular";27;"oct";259;1;-1;0;"unknown";"no"
71;"technician";"married";"tertiary";"no";383;"no";"no";"cellular";27;"oct";327;2;183;3;"success";"no"
76;"retired";"married";"unknown";"no";992;"no";"no";"cellular";27;"oct";139;2;-1;0;"unknown";"no"
38;"housemaid";"divorced";"secondary";"no";70;"no";"no";"cellular";27;"oct";255;3;148;1;"success";"yes"
44;"management";"single";"tertiary";"no";5063;"no";"no";"cellular";27;"oct";418;2;-1;0;"unknown";"yes"
69;"retired";"divorced";"secondary";"no";4572;"no";"no";"telephone";27;"oct";146;2;56;1;"other";"yes"
65;"retired";"married";"secondary";"no";1624;"no";"no";"cellular";27;"oct";189;2;-1;0;"unknown";"no"
34;"admin.";"single";"tertiary";"no";18;"yes";"yes";"cellular";27;"oct";114;1;180;1;"success";"no"
60;"housemaid";"married";"primary";"no";182;"no";"no";"cellular";27;"oct";83;2;76;3;"failure";"no"
29;"services";"single";"tertiary";"no";1788;"no";"no";"cellular";27;"oct";353;1;-1;0;"unknown";"yes"
52;"services";"married";"secondary";"no";659;"no";"no";"cellular";27;"oct";113;1;-1;0;"unknown";"yes"
36;"student";"single";"tertiary";"no";129;"no";"no";"cellular";27;"oct";149;1;-1;0;"unknown";"yes"
33;"management";"single";"tertiary";"no";3170;"no";"no";"cellular";28;"oct";246;2;-1;0;"unknown";"no"
63;"retired";"married";"tertiary";"no";937;"no";"no";"cellular";28;"oct";219;2;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";16935;"no";"no";"cellular";28;"oct";108;1;-1;0;"unknown";"no"
29;"technician";"married";"secondary";"no";1599;"yes";"no";"cellular";28;"oct";95;1;112;2;"failure";"no"
61;"retired";"married";"secondary";"no";89;"no";"no";"cellular";28;"oct";154;1;181;2;"failure";"no"
50;"management";"married";"tertiary";"no";3463;"no";"yes";"cellular";28;"oct";96;1;-1;0;"unknown";"yes"
65;"admin.";"married";"secondary";"no";11240;"yes";"no";"telephone";28;"oct";149;1;-1;0;"unknown";"no"
54;"admin.";"divorced";"secondary";"no";735;"no";"no";"cellular";28;"oct";300;1;-1;0;"unknown";"no"
