"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
52;"management";"married";"primary";"no";226;"yes";"no";"unknown";9;"may";86;4;-1;0;"unknown";"no"
36;"blue-collar";"married";"primary";"no";95;"yes";"no";"unknown";9;"may";255;2;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";123;"yes";"no";"unknown";9;"may";83;3;-1;0;"unknown";"no"
30;"admin.";"married";"secondary";"no";15;"yes";"no";"unknown";9;"may";257;1;-1;0;"unknown";"no"
23;"management";"single";"unknown";"no";375;"yes";"no";"unknown";9;"may";194;3;-1;0;"unknown";"no"
37;"entrepreneur";"divorced";"secondary";"no";1190;"yes";"no";"unknown";9;"may";268;3;-1;0;"unknown";"no"
29;"services";"single";"secondary";"no";487;"yes";"yes";"unknown";9;"may";176;2;-1;0;"unknown";"no"
28;"self-employed";"single";"secondary";"no";123;"yes";"no";"unknown";9;"may";97;1;-1;0;"unknown";"no"
56;"services";"divorced";"tertiary";"no";2272;"yes";"no";"unknown";9;"may";263;5;-1;0;"unknown";"no"
27;"admin.";"married";"secondary";"no";133;"yes";"yes";"unknown";9;"may";338;4;-1;0;"unknown";"no"
33;"blue-collar";"single";"primary";"no";447;"yes";"no";"unknown";9;"may";180;2;-1;0;"unknown";"no"
53;"blue-collar";"married";"primary";"no";-864;"yes";"no";"unknown";9;"may";322;5;-1;0;"unknown";"no"
47;"blue-collar";"married";"secondary";"no";8;"no";"no";"unknown";9;"may";64;4;-1;0;"unknown";"no"
50;"services";"married";"secondary";"no";107;"yes";"no";"unknown";9;"may";71;4;-1;0;"unknown";"no"
31;"admin.";"single";"secondary";"no";620;"no";"no";"unknown";9;"may";166;3;-1;0;"unknown";"no"
31;"blue-collar";"married";"secondary";"no";42;"yes";"no";"unknown";9;"may";210;3;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";-120;"yes";"no";"unknown";9;"may";77;2;-1;0;"unknown";"no"
37;"management";"single";"tertiary";"no";493;"yes";"no";"unknown";9;"may";328;7;-1;0;"unknown";"no"
48;"unemployed";"married";"primary";"no";296;"yes";"no";"unknown";9;"may";164;8;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";6248;"yes";"no";"unknown";9;"may";154;2;-1;0;"unknown";"no"
34;"technician";"married";"secondary";"no";484;"no";"no";"unknown";9;"may";84;4;-1;0;"unknown";"no"
