"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
36;"management";"married";"tertiary";"no";871;"no";"no";"cellular";18;"nov";170;1;-1;0;"unknown";"no"
55;"management";"married";"tertiary";"no";5010;"no";"no";"cellular";18;"nov";530;1;-1;0;"unknown";"no"
53;"entrepreneur";"married";"unknown";"no";19850;"no";"no";"cellular";18;"nov";52;1;165;1;"failure";"no"
46;"management";"married";"secondary";"no";430;"yes";"no";"cellular";18;"nov";91;1;-1;0;"unknown";"no"
45;"blue-collar";"married";"primary";"no";147;"yes";"no";"cellular";18;"nov";226;1;168;2;"failure";"no"
50;"services";"married";"primary";"no";1260;"no";"no";"cellular";18;"nov";172;1;-1;0;"unknown";"no"
46;"technician";"divorced";"secondary";"yes";-1361;"yes";"yes";"cellular";18;"nov";78;1;-1;0;"unknown";"no"
57;"blue-collar";"married";"secondary";"no";649;"yes";"no";"cellular";18;"nov";122;1;-1;0;"unknown";"no"
53;"management";"married";"tertiary";"no";800;"no";"no";"cellular";18;"nov";90;1;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";595;"yes";"no";"cellular";18;"nov";70;1;-1;0;"unknown";"no"
47;"entrepreneur";"married";"tertiary";"no";0;"no";"no";"telephone";18;"nov";103;2;-1;0;"unknown";"no"
56;"management";"married";"tertiary";"no";15520;"no";"no";"cellular";18;"nov";420;1;-1;0;"unknown";"no"
33;"services";"single";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";199;1;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";157;"yes";"no";"cellular";18;"nov";110;1;182;1;"failure";"no"
45;"technician";"married";"secondary";"no";3395;"yes";"no";"cellular";18;"nov";92;1;188;1;"failure";"no"
39;"housemaid";"married";"primary";"no";694;"yes";"yes";"cellular";18;"nov";91;1;168;2;"other";"no"
38;"services";"married";"secondary";"no";706;"no";"no";"cellular";18;"nov";206;2;-1;0;"unknown";"no"
39;"blue-collar";"divorced";"primary";"no";3970;"yes";"no";"cellular";18;"nov";56;1;-1;0;"unknown";"no"
31;"services";"single";"secondary";"no";32;"no";"no";"unknown";18;"nov";190;4;-1;0;"unknown";"no"
34;"admin.";"divorced";"secondary";"no";1186;"yes";"yes";"cellular";18;"nov";131;1;-1;0;"unknown";"no"
34;"admin.";"married";"secondary";"no";45;"yes";"no";"cellular";18;"nov";79;1;-1;0;"unknown";"no"
39;"blue-collar";"single";"primary";"no";267;"no";"no";"cellular";18;"nov";322;1;-1;0;"unknown";"no"
37;"blue-collar";"single";"secondary";"no";690;"yes";"no";"cellular";18;"nov";105;1;179;2;"failure";"no"
33;"services";"divorced";"secondary";"no";1529;"yes";"no";"telephone";18;"nov";41;1;-1;0;"unknown";"no"
37;"services";"single";"secondary";"no";54;"yes";"no";"cellular";18;"nov";328;2;131;1;"failure";"no"
33;"technician";"single";"tertiary";"no";179;"yes";"no";"cellular";18;"nov";432;2;181;4;"other";"no"
31;"housemaid";"married";"primary";"no";2603;"yes";"no";"cellular";18;"nov";224;1;-1;0;"unknown";"no"
33;"services";"married";"secondary";"no";1330;"yes";"no";"cellular";18;"nov";245;1;-1;0;"unknown";"no"
46;"technician";"single";"secondary";"no";1758;"yes";"no";"cellular";18;"nov";109;1;-1;0;"unknown";"no"
40;"services";"single";"secondary";"no";326;"yes";"no";"cellular";18;"nov";124;1;175;1;"failure";"no"
45;"technician";"married";"secondary";"no";1441;"yes";"no";"cellular";18;"nov";93;1;113;2;"other";"no"
51;"retired";"single";"tertiary";"no";730;"yes";"no";"unknown";18;"nov";287;2;-1;0;"unknown";"no"
31;"management";"married";"tertiary";"no";271;"no";"no";"cellular";18;"nov";89;1;-1;0;"unknown";"no"
36;"technician";"married";"secondary";"no";24;"yes";"no";"cellular";18;"nov";59;1;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";484;"no";"yes";"cellular";18;"nov";61;1;113;3;"other";"no"
47;"admin.";"married";"secondary";"no";12845;"yes";"no";"unknown";18;"nov";117;1;-1;0;"unknown";"no"
38;"blue-collar";"married";"secondary";"no";-288;"yes";"yes";"cellular";18;"nov";68;1;165;2;"failure";"no"
30;"services";"single";"secondary";"no";1510;"yes";"no";"cellular";18;"nov";191;1;-1;0;"unknown";"no"
55;"management";"married";"tertiary";"no";16786;"no";"no";"cellular";18;"nov";90;1;-1;0;"unknown";"no"
32;"management";"single";"tertiary";"no";135;"yes";"yes";"cellular";18;"nov";67;1;-1;0;"unknown";"no"
40;"technician";"single";"secondary";"no";159;"yes";"no";"unknown";18;"nov";37;1;-1;0;"unknown";"no"
59;"retired";"married";"tertiary";"no";538;"no";"no";"cellular";18;"nov";48;2;-1;0;"unknown";"no"
51;"blue-collar";"married";"secondary";"no";0;"no";"no";"cellular";18;"nov";73;1;-1;0;"unknown";"no"
32;"services";"single";"secondary";"no";936;"yes";"no";"cellular";18;"nov";61;1;-1;0;"unknown";"no"
41;"technician";"married";"secondary";"no";2123;"no";"no";"cellular";18;"nov";232;1;102;2;"failure";"no"
50;"blue-collar";"divorced";"primary";"no";155;"yes";"yes";"cellular";18;"nov";58;1;-1;0;"unknown";"no"
49;"self-employed";"married";"tertiary";"no";8142;"no";"no";"telephone";18;"nov";500;1;-1;0;"unknown";"no"
44;"technician";"married";"secondary";"no";1901;"no";"no";"cellular";18;"nov";143;3;104;2;"failure";"no"
44;"management";"divorced";"tertiary";"no";3340;"no";"no";"unknown";18;"nov";251;1;-1;0;"unknown";"no"
50;"technician";"married";"secondary";"no";232;"no";"no";"cellular";18;"nov";90;1;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";1954;"no";"no";"cellular";18;"nov";65;1;110;2;"success";"no"
36;"management";"divorced";"secondary";"no";1655;"yes";"no";"cellular";18;"nov";155;2;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";2995;"yes";"no";"cellular";18;"nov";329;1;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";193;"no";"no";"cellular";18;"nov";191;1;-1;0;"unknown";"no"
35;"management";"divorced";"tertiary";"no";2287;"no";"no";"cellular";18;"nov";130;3;-1;0;"unknown";"no"
31;"entrepreneur";"divorced";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";164;1;-1;0;"unknown";"no"
44;"blue-collar";"married";"secondary";"no";2455;"yes";"no";"telephone";18;"nov";18;1;-1;0;"unknown";"no"
46;"blue-collar";"married";"primary";"no";771;"yes";"no";"cellular";18;"nov";708;1;-1;0;"unknown";"no"
45;"management";"single";"tertiary";"no";16;"no";"no";"cellular";18;"nov";100;1;110;2;"failure";"no"
55;"technician";"single";"secondary";"no";2043;"yes";"no";"cellular";18;"nov";655;1;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";1678;"yes";"no";"unknown";18;"nov";187;1;154;1;"failure";"no"
47;"unemployed";"married";"secondary";"yes";0;"no";"no";"cellular";18;"nov";81;2;-1;0;"unknown";"no"
36;"management";"married";"tertiary";"no";6172;"yes";"yes";"cellular";18;"nov";126;2;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";2878;"yes";"no";"cellular";18;"nov";140;2;-1;0;"unknown";"no"
46;"unemployed";"married";"secondary";"no";16397;"no";"no";"cellular";18;"nov";641;1;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";233;"yes";"no";"cellular";18;"nov";98;1;-1;0;"unknown";"no"
30;"unemployed";"married";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";756;1;-1;0;"unknown";"no"
32;"entrepreneur";"married";"tertiary";"no";11591;"yes";"no";"cellular";18;"nov";43;1;-1;0;"unknown";"no"
34;"management";"divorced";"tertiary";"no";5754;"yes";"no";"cellular";18;"nov";32;1;181;1;"failure";"no"
55;"management";"divorced";"tertiary";"no";0;"no";"no";"cellular";18;"nov";120;2;-1;0;"unknown";"no"
53;"management";"married";"tertiary";"no";8563;"yes";"no";"cellular";18;"nov";69;1;-1;0;"unknown";"no"
52;"admin.";"divorced";"secondary";"no";2717;"no";"no";"telephone";18;"nov";114;1;162;2;"failure";"no"
43;"entrepreneur";"single";"primary";"no";103;"yes";"no";"cellular";18;"nov";53;1;183;5;"failure";"no"
37;"management";"married";"primary";"no";5427;"no";"no";"cellular";18;"nov";201;1;159;1;"failure";"no"
39;"management";"married";"secondary";"no";1007;"yes";"no";"cellular";18;"nov";281;1;-1;0;"unknown";"no"
44;"management";"married";"tertiary";"no";3603;"yes";"no";"cellular";18;"nov";198;1;-1;0;"unknown";"no"
38;"technician";"married";"tertiary";"no";3234;"no";"no";"cellular";18;"nov";578;2;-1;0;"unknown";"yes"
32;"services";"single";"secondary";"no";48;"yes";"yes";"cellular";18;"nov";132;1;-1;0;"unknown";"no"
37;"management";"single";"tertiary";"no";1743;"yes";"no";"cellular";18;"nov";192;1;113;2;"failure";"no"
35;"management";"married";"secondary";"no";53;"yes";"no";"cellular";18;"nov";378;1;-1;0;"unknown";"no"
