"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
30;"technician";"single";"secondary";"no";1352;"yes";"no";"cellular";13;"may";321;4;-1;0;"unknown";"no"
47;"blue-collar";"single";"primary";"no";10558;"yes";"no";"cellular";13;"may";81;3;174;2;"other";"no"
27;"technician";"married";"secondary";"no";31;"no";"no";"cellular";13;"may";136;2;-1;0;"unknown";"no"
41;"admin.";"single";"secondary";"no";334;"yes";"no";"cellular";13;"may";14;4;331;22;"other";"no"
42;"admin.";"divorced";"secondary";"no";154;"yes";"no";"cellular";13;"may";133;2;-1;0;"unknown";"no"
36;"blue-collar";"married";"secondary";"no";1088;"yes";"no";"cellular";13;"may";77;2;345;2;"failure";"no"
33;"services";"married";"secondary";"no";1078;"yes";"no";"cellular";13;"may";320;4;175;4;"other";"no"
42;"services";"married";"secondary";"no";-141;"yes";"yes";"cellular";13;"may";211;3;345;3;"failure";"no"
43;"blue-collar";"married";"secondary";"no";3;"yes";"no";"telephone";13;"may";26;1;174;2;"failure";"no"
47;"blue-collar";"married";"primary";"no";1112;"yes";"no";"cellular";13;"may";129;1;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";7263;"yes";"no";"telephone";13;"may";38;1;37;1;"failure";"no"
22;"student";"single";"secondary";"no";241;"yes";"no";"cellular";13;"may";200;1;-1;0;"unknown";"no"
40;"management";"married";"tertiary";"no";964;"yes";"no";"telephone";13;"may";95;3;-1;0;"unknown";"no"
57;"retired";"divorced";"secondary";"no";-663;"yes";"no";"cellular";13;"may";210;1;351;2;"failure";"no"
27;"blue-collar";"single";"secondary";"no";2;"no";"no";"telephone";13;"may";15;7;366;10;"other";"no"
33;"blue-collar";"married";"secondary";"no";20;"yes";"yes";"cellular";13;"may";259;1;370;3;"failure";"no"
40;"management";"single";"tertiary";"no";406;"yes";"no";"cellular";13;"may";130;1;371;1;"failure";"no"
50;"blue-collar";"married";"primary";"no";-522;"yes";"no";"cellular";13;"may";863;3;-1;0;"unknown";"yes"
47;"services";"married";"secondary";"no";-98;"yes";"yes";"telephone";13;"may";211;1;-1;0;"unknown";"no"
55;"retired";"married";"secondary";"no";918;"yes";"no";"cellular";13;"may";87;3;364;1;"failure";"no"
36;"blue-collar";"married";"primary";"no";319;"yes";"no";"cellular";13;"may";774;2;301;1;"failure";"yes"
28;"admin.";"married";"secondary";"no";-97;"yes";"no";"cellular";13;"may";129;1;-1;0;"unknown";"no"
25;"blue-collar";"single";"secondary";"no";0;"yes";"no";"cellular";13;"may";44;9;-1;0;"unknown";"no"
28;"management";"married";"tertiary";"no";3589;"yes";"no";"cellular";13;"may";348;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";944;"no";"no";"cellular";13;"may";231;2;362;1;"other";"no"
33;"admin.";"married";"secondary";"no";17;"yes";"no";"cellular";13;"may";74;1;351;1;"failure";"no"
56;"management";"divorced";"tertiary";"no";1263;"yes";"no";"cellular";13;"may";155;1;-1;0;"unknown";"no"
40;"blue-collar";"single";"secondary";"no";82;"yes";"no";"cellular";13;"may";135;6;370;5;"failure";"no"
32;"management";"single";"tertiary";"no";7444;"yes";"yes";"cellular";13;"may";22;1;370;1;"failure";"no"
46;"blue-collar";"married";"primary";"no";512;"no";"no";"telephone";13;"may";32;1;301;1;"failure";"no"
34;"admin.";"married";"primary";"no";412;"yes";"no";"cellular";13;"may";217;1;287;2;"failure";"no"
33;"blue-collar";"married";"primary";"no";2000;"yes";"no";"telephone";13;"may";25;1;-1;0;"unknown";"no"
51;"services";"single";"secondary";"no";516;"yes";"no";"cellular";13;"may";370;1;363;1;"failure";"no"
58;"blue-collar";"married";"secondary";"no";602;"yes";"no";"cellular";13;"may";201;1;-1;0;"unknown";"no"
30;"technician";"single";"secondary";"no";115;"no";"no";"cellular";13;"may";152;1;351;1;"failure";"no"
36;"technician";"married";"tertiary";"no";421;"yes";"no";"cellular";13;"may";793;5;-1;0;"unknown";"no"
38;"services";"married";"secondary";"no";7208;"yes";"no";"cellular";13;"may";66;1;-1;0;"unknown";"no"
32;"services";"single";"secondary";"no";481;"yes";"no";"cellular";13;"may";150;3;174;4;"failure";"no"
