"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
39;"blue-collar";"married";"secondary";"no";-405;"yes";"no";"cellular";8;"may";177;1;-1;0;"unknown";"no"
29;"management";"single";"tertiary";"no";572;"yes";"no";"telephone";8;"may";72;6;181;1;"success";"no"
34;"blue-collar";"married";"primary";"no";3;"yes";"no";"telephone";8;"may";26;1;-1;0;"unknown";"no"
51;"services";"married";"primary";"no";314;"yes";"yes";"telephone";8;"may";713;3;-1;0;"unknown";"no"
38;"blue-collar";"married";"primary";"no";1597;"no";"no";"telephone";8;"may";15;1;-1;0;"unknown";"no"
38;"self-employed";"single";"tertiary";"no";1612;"yes";"no";"cellular";8;"may";423;1;-1;0;"unknown";"yes"
34;"admin.";"divorced";"secondary";"no";140;"yes";"no";"cellular";8;"may";81;2;365;1;"failure";"no"
42;"services";"married";"secondary";"no";714;"yes";"yes";"cellular";8;"may";211;1;358;5;"failure";"no"
42;"admin.";"divorced";"secondary";"no";256;"no";"no";"cellular";8;"may";322;1;323;1;"failure";"no"
37;"management";"single";"tertiary";"no";105;"yes";"no";"cellular";8;"may";349;1;-1;0;"unknown";"no"
30;"blue-collar";"married";"secondary";"no";514;"yes";"no";"cellular";11;"may";102;3;-1;0;"unknown";"no"
45;"retired";"divorced";"secondary";"no";187;"yes";"no";"cellular";11;"may";82;2;-1;0;"unknown";"no"
43;"self-employed";"married";"tertiary";"yes";310;"yes";"no";"cellular";11;"may";84;7;-1;0;"unknown";"no"
56;"management";"married";"primary";"yes";-255;"yes";"no";"telephone";11;"may";9;5;-1;0;"unknown";"no"
57;"management";"married";"secondary";"no";657;"yes";"no";"telephone";11;"may";20;5;-1;0;"unknown";"no"
38;"technician";"married";"secondary";"no";1333;"yes";"no";"telephone";11;"may";21;5;346;6;"other";"no"
46;"admin.";"divorced";"primary";"no";1807;"yes";"no";"cellular";11;"may";62;3;339;2;"failure";"no"
29;"blue-collar";"married";"secondary";"no";37;"yes";"no";"cellular";11;"may";138;3;353;1;"other";"no"
36;"technician";"married";"secondary";"no";432;"yes";"no";"cellular";11;"may";61;3;255;2;"failure";"no"
46;"blue-collar";"married";"primary";"no";0;"yes";"no";"telephone";11;"may";30;4;304;2;"other";"no"
34;"technician";"single";"secondary";"no";664;"yes";"yes";"cellular";11;"may";88;2;343;2;"other";"no"
45;"technician";"married";"secondary";"no";1412;"yes";"no";"cellular";11;"may";764;4;-1;0;"unknown";"no"
36;"blue-collar";"single";"secondary";"no";661;"yes";"no";"cellular";11;"may";14;8;-1;0;"unknown";"no"
43;"entrepreneur";"married";"primary";"no";1318;"yes";"yes";"telephone";11;"may";10;8;-1;0;"unknown";"no"
55;"management";"married";"tertiary";"no";1402;"yes";"no";"cellular";11;"may";125;2;175;1;"failure";"no"
27;"blue-collar";"single";"primary";"no";68;"yes";"yes";"cellular";11;"may";50;5;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";704;"yes";"no";"telephone";11;"may";28;2;306;1;"failure";"no"
34;"management";"married";"tertiary";"no";1288;"yes";"no";"cellular";11;"may";15;8;270;7;"other";"no"
36;"services";"divorced";"secondary";"no";223;"yes";"yes";"cellular";11;"may";80;1;-1;0;"unknown";"no"
57;"self-employed";"married";"primary";"no";-34;"yes";"yes";"cellular";11;"may";108;6;371;2;"failure";"no"
30;"services";"married";"secondary";"no";52;"yes";"yes";"cellular";11;"may";295;1;-1;0;"unknown";"no"
37;"blue-collar";"married";"primary";"no";240;"yes";"no";"cellular";11;"may";259;1;370;2;"other";"no"
40;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";11;"may";54;1;-1;0;"unknown";"no"
41;"self-employed";"married";"tertiary";"no";355;"yes";"no";"cellular";11;"may";573;1;28;4;"other";"no"
57;"entrepreneur";"divorced";"secondary";"yes";25;"yes";"no";"cellular";11;"may";652;1;370;4;"other";"no"
53;"management";"married";"primary";"no";72;"yes";"yes";"telephone";11;"may";22;1;-1;0;"unknown";"no"
60;"admin.";"married";"secondary";"no";-396;"yes";"no";"cellular";11;"may";443;1;350;1;"failure";"no"
44;"admin.";"divorced";"secondary";"no";738;"yes";"no";"cellular";11;"may";55;1;171;8;"failure";"no"
50;"retired";"married";"tertiary";"no";4;"yes";"yes";"cellular";11;"may";67;1;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";518;"yes";"no";"cellular";11;"may";206;1;-1;0;"unknown";"no"
45;"blue-collar";"married";"primary";"no";0;"yes";"no";"telephone";11;"may";64;1;362;7;"failure";"no"
39;"admin.";"divorced";"secondary";"no";141;"yes";"yes";"cellular";11;"may";249;1;-1;0;"unknown";"no"
57;"admin.";"single";"secondary";"no";7400;"yes";"no";"cellular";11;"may";485;2;-1;0;"unknown";"no"
33;"blue-collar";"married";"primary";"no";62;"yes";"no";"telephone";11;"may";26;1;-1;0;"unknown";"no"
36;"admin.";"married";"secondary";"no";0;"yes";"yes";"cellular";11;"may";94;1;-1;0;"unknown";"no"
54;"entrepreneur";"married";"primary";"no";943;"yes";"yes";"telephone";11;"may";194;1;340;2;"failure";"no"
50;"blue-collar";"married";"secondary";"no";2419;"yes";"no";"cellular";11;"may";309;1;342;3;"other";"no"
41;"blue-collar";"married";"secondary";"no";-217;"yes";"no";"cellular";11;"may";313;1;349;3;"other";"no"
40;"self-employed";"married";"secondary";"no";0;"yes";"no";"cellular";11;"may";657;1;-1;0;"unknown";"yes"
47;"blue-collar";"married";"secondary";"no";2548;"yes";"no";"cellular";11;"may";577;1;368;1;"other";"no"
45;"blue-collar";"married";"secondary";"no";-104;"yes";"no";"cellular";11;"may";33;12;-1;0;"unknown";"no"
49;"services";"divorced";"secondary";"no";579;"yes";"no";"cellular";11;"may";158;1;-1;0;"unknown";"no"
43;"blue-collar";"married";"primary";"no";-423;"yes";"yes";"cellular";11;"may";457;1;-1;0;"unknown";"no"
38;"services";"married";"secondary";"no";741;"yes";"no";"cellular";11;"may";363;1;343;2;"failure";"no"
34;"entrepreneur";"married";"primary";"no";0;"yes";"no";"cellular";11;"may";547;1;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";6767;"yes";"no";"cellular";11;"may";431;1;172;2;"failure";"no"
38;"blue-collar";"married";"secondary";"no";625;"yes";"yes";"cellular";11;"may";210;1;-1;0;"unknown";"no"
47;"technician";"married";"secondary";"no";-59;"yes";"yes";"cellular";11;"may";502;1;343;2;"failure";"no"
42;"technician";"married";"secondary";"no";162;"yes";"no";"cellular";11;"may";139;1;-1;0;"unknown";"no"
43;"services";"married";"secondary";"no";6346;"yes";"no";"cellular";11;"may";57;1;-1;0;"unknown";"no"
34;"services";"divorced";"secondary";"no";1826;"yes";"no";"cellular";11;"may";212;1;-1;0;"unknown";"no"
35;"management";"single";"secondary";"no";356;"yes";"no";"cellular";11;"may";7;5;171;12;"failure";"no"
44;"blue-collar";"married";"secondary";"no";130;"yes";"yes";"cellular";11;"may";528;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";859;"yes";"yes";"cellular";11;"may";195;5;172;11;"other";"no"
38;"blue-collar";"married";"secondary";"no";97;"yes";"no";"cellular";11;"may";169;2;-1;0;"unknown";"no"
36;"self-employed";"married";"secondary";"no";14;"yes";"yes";"cellular";11;"may";210;1;-1;0;"unknown";"no"
36;"technician";"married";"secondary";"no";483;"yes";"no";"cellular";11;"may";179;1;304;2;"failure";"no"
50;"admin.";"married";"secondary";"no";284;"yes";"no";"cellular";11;"may";106;1;278;3;"failure";"no"
44;"admin.";"single";"secondary";"no";985;"yes";"yes";"cellular";11;"may";9;7;325;19;"failure";"no"
49;"management";"single";"tertiary";"no";1350;"yes";"yes";"cellular";11;"may";716;1;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";1185;"yes";"no";"cellular";11;"may";94;1;-1;0;"unknown";"no"
31;"blue-collar";"single";"secondary";"no";5547;"yes";"no";"cellular";11;"may";73;1;-1;0;"unknown";"no"
43;"management";"divorced";"tertiary";"no";221;"yes";"no";"cellular";11;"may";313;1;369;2;"failure";"no"
35;"technician";"divorced";"tertiary";"no";4515;"yes";"no";"cellular";11;"may";66;3;173;2;"failure";"no"
36;"management";"divorced";"tertiary";"no";803;"yes";"no";"cellular";11;"may";143;4;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";746;"yes";"no";"cellular";11;"may";261;1;-1;0;"unknown";"no"
37;"blue-collar";"single";"secondary";"no";9306;"yes";"no";"cellular";11;"may";603;1;-1;0;"unknown";"no"
36;"services";"single";"secondary";"no";198;"yes";"no";"cellular";11;"may";496;1;-1;0;"unknown";"no"
52;"housemaid";"divorced";"secondary";"no";131;"yes";"yes";"cellular";11;"may";87;1;-1;0;"unknown";"no"
37;"blue-collar";"married";"primary";"no";0;"no";"no";"telephone";11;"may";108;2;306;1;"failure";"no"
36;"blue-collar";"divorced";"primary";"no";666;"yes";"no";"cellular";11;"may";285;1;-1;0;"unknown";"no"
38;"blue-collar";"divorced";"secondary";"no";0;"yes";"no";"cellular";11;"may";580;1;173;1;"failure";"no"
32;"technician";"single";"tertiary";"no";1094;"yes";"no";"cellular";11;"may";207;7;-1;0;"unknown";"no"
39;"entrepreneur";"single";"tertiary";"no";243;"no";"yes";"cellular";11;"may";128;3;371;1;"failure";"no"
40;"technician";"single";"secondary";"no";281;"yes";"no";"cellular";11;"may";7;11;360;2;"other";"no"
35;"management";"divorced";"tertiary";"no";434;"yes";"no";"cellular";11;"may";277;1;271;2;"success";"no"
45;"blue-collar";"married";"primary";"no";1265;"yes";"no";"cellular";11;"may";40;8;299;1;"success";"no"
41;"admin.";"single";"secondary";"no";-109;"yes";"yes";"cellular";11;"may";1038;1;370;1;"failure";"yes"
38;"retired";"married";"unknown";"no";304;"no";"no";"cellular";11;"may";94;1;350;5;"other";"no"
54;"management";"married";"tertiary";"no";7249;"yes";"yes";"cellular";11;"may";346;1;96;3;"failure";"no"
