"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
47;"entrepreneur";"married";"tertiary";"no";1855;"no";"no";"unknown";20;"jun";129;3;-1;0;"unknown";"no"
55;"retired";"married";"secondary";"no";241;"yes";"no";"unknown";20;"jun";14;6;-1;0;"unknown";"no"
38;"technician";"married";"secondary";"no";1409;"yes";"no";"unknown";20;"jun";9;14;-1;0;"unknown";"no"
55;"management";"married";"tertiary";"no";4777;"no";"yes";"unknown";20;"jun";12;3;-1;0;"unknown";"no"
53;"management";"married";"secondary";"no";4601;"yes";"no";"unknown";20;"jun";100;4;-1;0;"unknown";"no"
56;"technician";"married";"unknown";"no";9246;"no";"no";"unknown";20;"jun";143;3;-1;0;"unknown";"no"
31;"admin.";"single";"secondary";"no";1016;"yes";"no";"unknown";20;"jun";9;5;-1;0;"unknown";"no"
31;"services";"married";"secondary";"no";356;"yes";"no";"unknown";20;"jun";228;5;-1;0;"unknown";"no"
39;"housemaid";"married";"unknown";"no";9716;"no";"no";"unknown";20;"jun";86;2;-1;0;"unknown";"no"
45;"management";"married";"tertiary";"no";655;"no";"no";"unknown";20;"jun";693;3;-1;0;"unknown";"yes"
35;"services";"married";"secondary";"no";2672;"no";"no";"unknown";20;"jun";8;10;-1;0;"unknown";"no"
36;"blue-collar";"married";"secondary";"no";1132;"yes";"yes";"unknown";20;"jun";258;2;-1;0;"unknown";"no"
39;"admin.";"single";"secondary";"no";6512;"no";"no";"unknown";20;"jun";16;6;-1;0;"unknown";"no"
52;"services";"divorced";"secondary";"no";765;"yes";"no";"unknown";20;"jun";27;3;-1;0;"unknown";"no"
39;"entrepreneur";"married";"tertiary";"no";3;"no";"no";"unknown";20;"jun";12;14;-1;0;"unknown";"no"
39;"admin.";"married";"unknown";"no";378;"no";"no";"unknown";20;"jun";17;5;-1;0;"unknown";"no"
50;"entrepreneur";"married";"primary";"yes";537;"yes";"no";"unknown";20;"jun";11;15;-1;0;"unknown";"no"
38;"blue-collar";"married";"secondary";"no";2685;"no";"no";"unknown";20;"jun";22;12;-1;0;"unknown";"no"
60;"management";"married";"tertiary";"no";651;"no";"no";"unknown";20;"jun";155;2;-1;0;"unknown";"no"
59;"blue-collar";"married";"primary";"no";2814;"no";"no";"unknown";20;"jun";81;3;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";2765;"yes";"yes";"unknown";20;"jun";116;3;-1;0;"unknown";"no"
36;"admin.";"single";"secondary";"no";449;"yes";"no";"unknown";20;"jun";136;3;-1;0;"unknown";"no"
57;"unknown";"single";"secondary";"no";316;"no";"no";"unknown";20;"jun";8;7;-1;0;"unknown";"no"
40;"admin.";"single";"secondary";"no";142;"no";"yes";"unknown";20;"jun";14;3;-1;0;"unknown";"no"
39;"services";"divorced";"secondary";"no";1062;"yes";"no";"unknown";20;"jun";10;4;-1;0;"unknown";"no"
41;"entrepreneur";"divorced";"secondary";"no";1588;"yes";"yes";"unknown";20;"jun";10;8;-1;0;"unknown";"no"
27;"blue-collar";"single";"primary";"no";553;"yes";"no";"unknown";20;"jun";157;3;-1;0;"unknown";"no"
46;"technician";"divorced";"tertiary";"no";7318;"no";"no";"unknown";20;"jun";11;5;-1;0;"unknown";"no"
55;"admin.";"divorced";"secondary";"no";166;"no";"no";"unknown";20;"jun";84;4;-1;0;"unknown";"no"
36;"management";"divorced";"tertiary";"no";563;"no";"no";"unknown";20;"jun";10;4;-1;0;"unknown";"no"
43;"admin.";"married";"secondary";"no";-879;"yes";"no";"unknown";20;"jun";199;4;-1;0;"unknown";"no"
