"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
41;"services";"married";"primary";"no";455;"yes";"no";"unknown";14;"may";80;1;-1;0;"unknown";"no"
55;"blue-collar";"married";"secondary";"no";831;"yes";"no";"unknown";14;"may";144;1;-1;0;"unknown";"no"
46;"services";"married";"secondary";"no";1757;"yes";"no";"unknown";14;"may";380;4;-1;0;"unknown";"no"
54;"blue-collar";"married";"secondary";"no";1480;"yes";"no";"unknown";14;"may";108;1;-1;0;"unknown";"no"
51;"blue-collar";"married";"secondary";"no";7180;"yes";"no";"unknown";14;"may";927;1;-1;0;"unknown";"yes"
47;"services";"divorced";"secondary";"no";4906;"yes";"no";"unknown";14;"may";389;1;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";592;"no";"yes";"unknown";14;"may";192;1;-1;0;"unknown";"no"
30;"blue-collar";"married";"secondary";"no";128;"yes";"no";"unknown";14;"may";273;1;-1;0;"unknown";"no"
32;"management";"single";"secondary";"no";160;"yes";"no";"unknown";14;"may";48;1;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";441;"yes";"no";"unknown";14;"may";8;1;-1;0;"unknown";"no"
48;"blue-collar";"single";"secondary";"no";8982;"yes";"no";"unknown";14;"may";628;1;-1;0;"unknown";"no"
36;"services";"married";"secondary";"no";338;"no";"no";"unknown";14;"may";90;1;-1;0;"unknown";"no"
53;"services";"married";"secondary";"no";10749;"yes";"no";"unknown";14;"may";221;1;-1;0;"unknown";"no"
48;"technician";"married";"secondary";"no";638;"yes";"no";"unknown";14;"may";217;1;-1;0;"unknown";"no"
42;"services";"married";"secondary";"no";737;"yes";"no";"unknown";14;"may";762;2;-1;0;"unknown";"no"
38;"services";"single";"secondary";"no";7695;"yes";"no";"unknown";14;"may";193;2;-1;0;"unknown";"no"
32;"admin.";"single";"secondary";"no";91;"yes";"no";"unknown";14;"may";302;2;-1;0;"unknown";"no"
51;"unemployed";"married";"secondary";"no";760;"yes";"no";"unknown";14;"may";411;1;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";683;"yes";"no";"unknown";14;"may";245;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";1311;"yes";"no";"unknown";14;"may";746;1;-1;0;"unknown";"no"
