"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
40;"services";"single";"secondary";"no";4126;"no";"no";"cellular";4;"feb";671;2;-1;0;"unknown";"no"
38;"unemployed";"married";"tertiary";"no";201;"no";"no";"cellular";4;"feb";209;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";2853;"yes";"yes";"cellular";4;"feb";419;1;-1;0;"unknown";"no"
39;"unemployed";"married";"secondary";"no";1309;"yes";"no";"cellular";4;"feb";587;2;-1;0;"unknown";"no"
46;"blue-collar";"single";"secondary";"no";374;"no";"yes";"cellular";4;"feb";23;5;7;2;"other";"no"
34;"services";"married";"secondary";"no";244;"no";"no";"cellular";4;"feb";696;2;-1;0;"unknown";"no"
59;"blue-collar";"married";"primary";"no";616;"no";"no";"cellular";4;"feb";253;3;215;2;"other";"no"
33;"technician";"married";"secondary";"no";889;"yes";"no";"cellular";4;"feb";139;1;-1;0;"unknown";"no"
40;"unemployed";"divorced";"secondary";"no";4082;"yes";"no";"cellular";4;"feb";113;1;-1;0;"unknown";"no"
31;"technician";"single";"tertiary";"no";1320;"no";"no";"cellular";4;"feb";377;1;-1;0;"unknown";"no"
29;"services";"single";"secondary";"no";887;"no";"no";"cellular";4;"feb";343;1;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";7895;"yes";"no";"cellular";4;"feb";872;1;-1;0;"unknown";"yes"
32;"technician";"divorced";"secondary";"no";202;"yes";"no";"cellular";4;"feb";429;1;201;1;"failure";"no"
32;"services";"married";"secondary";"no";-344;"no";"yes";"cellular";4;"feb";44;1;-1;0;"unknown";"no"
32;"entrepreneur";"single";"primary";"yes";-849;"yes";"yes";"cellular";4;"feb";204;1;-1;0;"unknown";"no"
37;"admin.";"single";"primary";"no";91;"yes";"no";"cellular";4;"feb";283;2;273;2;"failure";"no"
44;"blue-collar";"divorced";"secondary";"no";272;"yes";"no";"cellular";4;"feb";219;4;205;2;"failure";"no"
41;"blue-collar";"married";"secondary";"no";1245;"yes";"no";"cellular";4;"feb";123;1;271;1;"failure";"no"
37;"technician";"married";"secondary";"yes";-143;"yes";"no";"cellular";4;"feb";95;1;-1;0;"unknown";"no"
34;"admin.";"divorced";"secondary";"no";531;"no";"no";"cellular";4;"feb";279;1;-1;0;"unknown";"no"
35;"self-employed";"single";"tertiary";"no";-30;"no";"no";"cellular";4;"feb";218;2;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";234;"no";"no";"cellular";4;"feb";765;2;-1;0;"unknown";"no"
43;"services";"married";"secondary";"no";0;"no";"no";"cellular";4;"feb";235;2;-1;0;"unknown";"no"
52;"self-employed";"married";"primary";"no";314;"yes";"no";"cellular";4;"feb";131;2;-1;0;"unknown";"no"
37;"services";"single";"secondary";"no";1169;"no";"no";"cellular";4;"feb";311;4;-1;0;"unknown";"no"
35;"blue-collar";"divorced";"primary";"no";21;"yes";"no";"cellular";4;"feb";166;2;-1;0;"unknown";"no"
41;"admin.";"married";"secondary";"no";546;"yes";"no";"cellular";4;"feb";418;2;-1;0;"unknown";"no"
52;"technician";"married";"secondary";"no";463;"yes";"no";"cellular";4;"feb";132;6;267;5;"failure";"no"
31;"technician";"single";"secondary";"no";622;"no";"no";"cellular";4;"feb";15;5;-1;0;"unknown";"no"
28;"admin.";"single";"tertiary";"no";373;"yes";"no";"cellular";4;"feb";126;1;-1;0;"unknown";"no"
34;"services";"married";"secondary";"no";382;"yes";"yes";"cellular";4;"feb";494;2;198;7;"failure";"no"
58;"housemaid";"married";"primary";"no";588;"no";"yes";"cellular";4;"feb";171;2;-1;0;"unknown";"no"
53;"blue-collar";"married";"primary";"no";2135;"no";"no";"cellular";4;"feb";152;2;-1;0;"unknown";"no"
49;"technician";"married";"tertiary";"no";196;"no";"no";"cellular";4;"feb";9;7;163;24;"other";"no"
53;"technician";"married";"tertiary";"no";856;"yes";"no";"cellular";4;"feb";102;2;-1;0;"unknown";"no"
59;"retired";"divorced";"secondary";"no";479;"no";"no";"cellular";4;"feb";37;5;-1;0;"unknown";"no"
28;"management";"single";"tertiary";"no";725;"no";"no";"cellular";4;"feb";137;2;-1;0;"unknown";"no"
42;"blue-collar";"married";"primary";"no";454;"yes";"no";"cellular";4;"feb";23;3;-1;0;"unknown";"no"
36;"technician";"married";"secondary";"no";627;"no";"yes";"cellular";4;"feb";146;3;244;1;"other";"no"
53;"entrepreneur";"married";"secondary";"no";230;"yes";"no";"cellular";4;"feb";56;2;250;1;"other";"no"
53;"management";"married";"primary";"no";995;"no";"no";"cellular";4;"feb";200;3;-1;0;"unknown";"no"
44;"technician";"married";"secondary";"no";0;"no";"yes";"cellular";4;"feb";351;2;-1;0;"unknown";"no"
53;"blue-collar";"divorced";"primary";"no";255;"yes";"no";"cellular";4;"feb";134;2;272;2;"failure";"no"
36;"blue-collar";"married";"primary";"no";347;"no";"no";"cellular";4;"feb";167;2;-1;0;"unknown";"no"
32;"blue-collar";"single";"secondary";"no";201;"yes";"no";"cellular";4;"feb";71;3;-1;0;"unknown";"no"
28;"blue-collar";"single";"secondary";"no";121;"no";"no";"cellular";4;"feb";542;2;-1;0;"unknown";"no"
33;"student";"single";"secondary";"no";706;"yes";"no";"cellular";4;"feb";291;2;-1;0;"unknown";"no"
49;"unemployed";"married";"tertiary";"no";0;"yes";"no";"cellular";4;"feb";772;2;-1;0;"unknown";"no"
51;"blue-collar";"married";"secondary";"no";362;"yes";"yes";"cellular";4;"feb";318;3;-1;0;"unknown";"no"
30;"management";"married";"tertiary";"no";367;"no";"no";"cellular";4;"feb";170;2;-1;0;"unknown";"no"
34;"self-employed";"married";"secondary";"no";47;"no";"no";"cellular";4;"feb";362;2;169;2;"failure";"no"
32;"blue-collar";"married";"primary";"no";651;"yes";"no";"cellular";4;"feb";628;2;267;2;"failure";"no"
39;"blue-collar";"married";"secondary";"no";3045;"no";"no";"cellular";4;"feb";260;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";953;"yes";"no";"cellular";4;"feb";765;2;-1;0;"unknown";"yes"
37;"unemployed";"single";"secondary";"no";687;"no";"no";"telephone";4;"feb";271;3;-1;0;"unknown";"no"
56;"management";"married";"primary";"no";199;"yes";"yes";"cellular";4;"feb";331;2;209;1;"failure";"no"
33;"admin.";"single";"secondary";"no";304;"no";"yes";"cellular";4;"feb";160;2;212;2;"other";"no"
47;"unemployed";"single";"primary";"no";7351;"no";"no";"cellular";4;"feb";1060;3;-1;0;"unknown";"no"
30;"admin.";"single";"tertiary";"no";0;"yes";"no";"cellular";4;"feb";730;2;-1;0;"unknown";"yes"
54;"blue-collar";"married";"secondary";"no";688;"yes";"no";"cellular";4;"feb";379;2;-1;0;"unknown";"no"
27;"technician";"single";"secondary";"no";1601;"no";"no";"cellular";4;"feb";390;2;-1;0;"unknown";"no"
48;"unemployed";"married";"secondary";"no";1724;"no";"no";"telephone";4;"feb";102;2;-1;0;"unknown";"no"
40;"technician";"married";"secondary";"no";694;"yes";"no";"cellular";4;"feb";97;4;196;5;"failure";"no"
57;"technician";"divorced";"secondary";"no";285;"no";"no";"cellular";4;"feb";348;2;-1;0;"unknown";"no"
38;"services";"married";"tertiary";"no";535;"yes";"no";"cellular";4;"feb";369;2;-1;0;"unknown";"no"
43;"admin.";"single";"secondary";"no";250;"yes";"no";"cellular";4;"feb";390;2;-1;0;"unknown";"no"
36;"blue-collar";"married";"unknown";"no";1023;"yes";"no";"cellular";4;"feb";184;2;-1;0;"unknown";"no"
49;"self-employed";"divorced";"tertiary";"no";0;"no";"no";"cellular";4;"feb";279;3;-1;0;"unknown";"no"
42;"blue-collar";"divorced";"secondary";"no";1450;"no";"no";"cellular";4;"feb";394;2;-1;0;"unknown";"no"
28;"entrepreneur";"single";"tertiary";"no";95;"no";"no";"cellular";4;"feb";255;2;-1;0;"unknown";"no"
29;"admin.";"married";"secondary";"no";0;"yes";"yes";"cellular";4;"feb";376;2;229;3;"other";"no"
30;"management";"single";"tertiary";"no";6825;"no";"no";"cellular";4;"feb";217;2;-1;0;"unknown";"no"
40;"entrepreneur";"single";"secondary";"no";943;"yes";"no";"cellular";4;"feb";179;3;-1;0;"unknown";"no"
43;"technician";"married";"secondary";"no";0;"yes";"yes";"cellular";4;"feb";539;8;204;5;"failure";"no"
44;"admin.";"married";"secondary";"no";61;"no";"yes";"telephone";4;"feb";1261;3;-1;0;"unknown";"no"
50;"management";"married";"tertiary";"no";3284;"yes";"no";"cellular";4;"feb";195;2;271;3;"failure";"no"
55;"unemployed";"married";"secondary";"no";1436;"yes";"no";"cellular";4;"feb";969;2;-1;0;"unknown";"no"
30;"admin.";"married";"secondary";"yes";23;"no";"yes";"cellular";4;"feb";149;2;-1;0;"unknown";"no"
56;"management";"married";"tertiary";"no";856;"yes";"yes";"cellular";4;"feb";70;4;7;7;"other";"no"
55;"technician";"married";"primary";"no";818;"yes";"no";"cellular";4;"feb";185;2;247;3;"other";"no"
32;"services";"married";"primary";"no";218;"yes";"no";"cellular";4;"feb";177;3;-1;0;"unknown";"no"
30;"services";"married";"secondary";"no";357;"yes";"no";"cellular";4;"feb";215;3;253;4;"failure";"no"
56;"admin.";"married";"unknown";"no";1848;"yes";"no";"cellular";4;"feb";147;2;260;1;"failure";"no"
