"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
32;"management";"single";"tertiary";"no";19985;"no";"no";"cellular";9;"feb";616;5;-1;0;"unknown";"no"
29;"technician";"single";"secondary";"no";362;"no";"no";"cellular";9;"feb";826;7;-1;0;"unknown";"no"
31;"technician";"single";"tertiary";"no";830;"yes";"no";"cellular";9;"feb";150;3;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";-172;"no";"yes";"cellular";9;"feb";125;5;-1;0;"unknown";"no"
25;"management";"married";"tertiary";"no";103;"no";"no";"cellular";10;"feb";52;9;-1;0;"unknown";"no"
24;"self-employed";"single";"unknown";"no";1179;"no";"no";"cellular";10;"feb";122;1;-1;0;"unknown";"no"
34;"admin.";"married";"secondary";"no";0;"yes";"no";"cellular";10;"feb";97;1;85;1;"failure";"yes"
53;"management";"married";"tertiary";"no";8627;"no";"no";"cellular";10;"feb";66;1;-1;0;"unknown";"no"
36;"technician";"married";"tertiary";"no";99;"yes";"yes";"cellular";10;"feb";86;1;85;1;"failure";"no"
47;"blue-collar";"married";"secondary";"no";292;"no";"no";"cellular";10;"feb";277;1;-1;0;"unknown";"yes"
42;"technician";"married";"tertiary";"no";757;"no";"no";"cellular";10;"feb";154;1;-1;0;"unknown";"yes"
37;"services";"single";"secondary";"no";248;"yes";"no";"cellular";10;"feb";77;1;279;2;"failure";"no"
38;"management";"married";"tertiary";"no";184;"no";"no";"cellular";10;"feb";64;2;188;2;"failure";"no"
38;"unemployed";"married";"tertiary";"no";380;"no";"no";"cellular";10;"feb";100;1;-1;0;"unknown";"no"
51;"technician";"married";"tertiary";"no";1347;"yes";"yes";"cellular";10;"feb";160;1;243;1;"failure";"yes"
43;"management";"married";"tertiary";"no";40;"no";"no";"cellular";10;"feb";147;1;-1;0;"unknown";"yes"
61;"retired";"married";"tertiary";"no";1257;"no";"no";"cellular";10;"feb";503;1;-1;0;"unknown";"yes"
35;"technician";"single";"secondary";"no";1693;"yes";"no";"cellular";10;"feb";515;1;-1;0;"unknown";"yes"
66;"unemployed";"single";"primary";"no";1323;"no";"no";"telephone";10;"feb";207;11;-1;0;"unknown";"no"
38;"management";"divorced";"tertiary";"no";0;"no";"no";"cellular";10;"feb";49;3;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";5060;"no";"no";"cellular";10;"feb";154;2;93;1;"success";"yes"
59;"blue-collar";"married";"primary";"no";1723;"no";"no";"cellular";10;"feb";39;3;-1;0;"unknown";"no"
27;"admin.";"married";"tertiary";"no";73;"no";"no";"cellular";10;"feb";159;1;-1;0;"unknown";"yes"
31;"management";"divorced";"tertiary";"no";373;"no";"no";"cellular";10;"feb";132;6;-1;0;"unknown";"yes"
44;"technician";"married";"secondary";"no";2981;"yes";"yes";"cellular";10;"feb";118;2;-1;0;"unknown";"no"
36;"self-employed";"married";"tertiary";"no";2012;"no";"no";"cellular";10;"feb";188;7;-1;0;"unknown";"no"
33;"self-employed";"married";"tertiary";"no";627;"yes";"no";"cellular";10;"feb";208;2;-1;0;"unknown";"no"
32;"student";"single";"tertiary";"no";1138;"no";"no";"telephone";10;"feb";402;3;-1;0;"unknown";"yes"
30;"unemployed";"single";"tertiary";"no";302;"no";"no";"cellular";11;"feb";528;3;-1;0;"unknown";"yes"
57;"technician";"married";"tertiary";"no";2887;"yes";"no";"cellular";11;"feb";123;1;-1;0;"unknown";"no"
31;"management";"married";"tertiary";"no";3;"yes";"yes";"cellular";11;"feb";331;1;-1;0;"unknown";"yes"
33;"management";"married";"secondary";"no";369;"no";"no";"cellular";11;"feb";446;1;-1;0;"unknown";"yes"
69;"retired";"married";"primary";"no";2346;"no";"no";"cellular";11;"feb";354;2;-1;0;"unknown";"yes"
39;"management";"married";"secondary";"no";363;"yes";"yes";"cellular";11;"feb";67;1;209;1;"failure";"no"
31;"admin.";"single";"secondary";"no";554;"yes";"no";"cellular";11;"feb";80;1;6;1;"failure";"no"
40;"technician";"divorced";"tertiary";"no";4736;"yes";"no";"cellular";11;"feb";285;2;-1;0;"unknown";"yes"
28;"admin.";"married";"tertiary";"no";174;"yes";"yes";"cellular";11;"feb";56;1;184;2;"failure";"no"
54;"management";"divorced";"tertiary";"no";26306;"yes";"no";"cellular";11;"feb";27;1;84;3;"failure";"no"
26;"management";"single";"tertiary";"no";1222;"no";"yes";"cellular";11;"feb";108;1;-1;0;"unknown";"no"
