"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
32;"management";"single";"tertiary";"no";728;"yes";"no";"unknown";21;"may";125;1;-1;0;"unknown";"no"
38;"services";"married";"tertiary";"no";-121;"yes";"no";"unknown";21;"may";288;1;-1;0;"unknown";"no"
29;"management";"single";"tertiary";"no";330;"yes";"no";"unknown";21;"may";315;1;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";825;"yes";"no";"unknown";21;"may";506;2;-1;0;"unknown";"yes"
36;"management";"single";"tertiary";"no";247;"no";"no";"unknown";21;"may";354;5;-1;0;"unknown";"no"
30;"technician";"divorced";"secondary";"no";3100;"yes";"no";"unknown";21;"may";154;4;-1;0;"unknown";"no"
33;"self-employed";"married";"tertiary";"no";1301;"yes";"no";"unknown";21;"may";184;2;-1;0;"unknown";"no"
32;"blue-collar";"married";"primary";"no";29050;"yes";"yes";"unknown";21;"may";563;2;-1;0;"unknown";"no"
27;"blue-collar";"single";"secondary";"no";1279;"yes";"yes";"unknown";21;"may";450;1;-1;0;"unknown";"no"
38;"self-employed";"married";"tertiary";"no";585;"yes";"no";"unknown";21;"may";34;3;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";63;"yes";"no";"unknown";21;"may";518;1;-1;0;"unknown";"no"
28;"unemployed";"married";"secondary";"no";858;"yes";"no";"unknown";21;"may";371;1;-1;0;"unknown";"no"
40;"services";"divorced";"secondary";"no";0;"no";"no";"unknown";21;"may";111;4;-1;0;"unknown";"no"
34;"services";"single";"secondary";"no";581;"yes";"no";"unknown";21;"may";176;4;-1;0;"unknown";"no"
28;"technician";"single";"secondary";"no";2034;"yes";"no";"unknown";21;"may";196;1;-1;0;"unknown";"no"
35;"technician";"married";"secondary";"no";1;"yes";"yes";"unknown";21;"may";85;1;-1;0;"unknown";"no"
38;"self-employed";"single";"secondary";"no";1146;"yes";"no";"unknown";21;"may";91;2;-1;0;"unknown";"no"
34;"technician";"single";"secondary";"no";1091;"yes";"no";"unknown";21;"may";252;2;-1;0;"unknown";"no"
43;"housemaid";"married";"secondary";"no";-177;"yes";"no";"unknown";21;"may";172;2;-1;0;"unknown";"no"
30;"management";"married";"tertiary";"no";527;"yes";"yes";"unknown";21;"may";265;1;-1;0;"unknown";"no"
31;"services";"single";"secondary";"no";481;"yes";"no";"unknown";21;"may";114;2;-1;0;"unknown";"no"
29;"admin.";"single";"secondary";"no";5711;"yes";"yes";"unknown";21;"may";899;1;-1;0;"unknown";"no"
31;"management";"married";"tertiary";"no";1755;"yes";"no";"unknown";21;"may";588;2;-1;0;"unknown";"no"
25;"blue-collar";"single";"secondary";"no";491;"yes";"no";"unknown";21;"may";393;1;-1;0;"unknown";"no"
27;"technician";"married";"secondary";"no";2183;"yes";"yes";"unknown";21;"may";857;1;-1;0;"unknown";"yes"
34;"technician";"single";"tertiary";"no";299;"yes";"no";"unknown";21;"may";205;2;-1;0;"unknown";"no"
39;"blue-collar";"single";"secondary";"no";1961;"no";"no";"unknown";21;"may";216;1;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";126;"yes";"no";"unknown";21;"may";164;2;-1;0;"unknown";"no"
27;"management";"single";"secondary";"no";967;"yes";"no";"unknown";21;"may";162;1;-1;0;"unknown";"no"
28;"management";"married";"tertiary";"no";395;"no";"no";"unknown";21;"may";178;1;-1;0;"unknown";"no"
33;"technician";"single";"secondary";"no";239;"yes";"no";"unknown";21;"may";127;1;-1;0;"unknown";"no"
48;"blue-collar";"divorced";"primary";"no";338;"yes";"no";"unknown";21;"may";38;12;-1;0;"unknown";"no"
32;"blue-collar";"married";"primary";"no";885;"yes";"no";"unknown";21;"may";127;2;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";564;"yes";"no";"unknown";21;"may";660;1;-1;0;"unknown";"no"
34;"retired";"married";"primary";"no";4499;"no";"no";"unknown";21;"may";1681;1;-1;0;"unknown";"yes"
34;"services";"married";"secondary";"no";603;"yes";"yes";"unknown";21;"may";1409;3;-1;0;"unknown";"no"
35;"technician";"married";"secondary";"yes";-29;"yes";"yes";"unknown";21;"may";208;3;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";-325;"yes";"yes";"unknown";21;"may";171;1;-1;0;"unknown";"no"
31;"services";"married";"secondary";"no";428;"yes";"no";"unknown";21;"may";272;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";0;"yes";"yes";"unknown";21;"may";143;2;-1;0;"unknown";"no"
28;"blue-collar";"single";"primary";"no";722;"yes";"no";"unknown";21;"may";150;1;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";541;"yes";"yes";"unknown";21;"may";572;1;-1;0;"unknown";"no"
30;"services";"married";"secondary";"no";702;"yes";"no";"unknown";21;"may";573;1;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";4444;"yes";"no";"unknown";21;"may";244;1;-1;0;"unknown";"no"
57;"blue-collar";"married";"primary";"no";42;"yes";"no";"unknown";21;"may";384;3;-1;0;"unknown";"no"
39;"services";"married";"secondary";"no";0;"yes";"yes";"unknown";21;"may";240;3;-1;0;"unknown";"no"
24;"services";"single";"secondary";"no";-148;"yes";"no";"unknown";21;"may";641;1;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";1717;"yes";"no";"unknown";21;"may";269;2;-1;0;"unknown";"no"
32;"services";"divorced";"secondary";"no";1156;"yes";"no";"unknown";21;"may";488;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";1330;"yes";"no";"unknown";21;"may";83;1;-1;0;"unknown";"no"
33;"blue-collar";"married";"primary";"no";754;"yes";"no";"unknown";21;"may";811;2;-1;0;"unknown";"no"
58;"entrepreneur";"married";"tertiary";"no";7198;"yes";"no";"unknown";21;"may";44;5;-1;0;"unknown";"no"
32;"services";"single";"secondary";"no";-198;"yes";"no";"unknown";21;"may";681;3;-1;0;"unknown";"yes"
28;"unemployed";"married";"tertiary";"no";264;"yes";"no";"unknown";21;"may";443;2;-1;0;"unknown";"no"
32;"blue-collar";"single";"secondary";"no";5252;"yes";"no";"unknown";21;"may";1162;2;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";1289;"yes";"no";"unknown";21;"may";1697;2;-1;0;"unknown";"yes"
28;"blue-collar";"married";"secondary";"no";-114;"yes";"no";"unknown";21;"may";244;2;-1;0;"unknown";"no"
32;"technician";"single";"tertiary";"no";4665;"yes";"no";"unknown";21;"may";860;2;-1;0;"unknown";"yes"
37;"blue-collar";"married";"primary";"no";5643;"yes";"no";"unknown";21;"may";295;1;-1;0;"unknown";"no"
29;"blue-collar";"single";"secondary";"no";445;"yes";"no";"unknown";21;"may";139;2;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";2412;"yes";"no";"unknown";21;"may";154;2;-1;0;"unknown";"no"
28;"services";"single";"secondary";"no";348;"yes";"no";"unknown";21;"may";86;2;-1;0;"unknown";"no"
36;"admin.";"divorced";"secondary";"no";775;"yes";"no";"unknown";21;"may";65;3;-1;0;"unknown";"no"
37;"blue-collar";"single";"unknown";"no";-114;"yes";"no";"unknown";21;"may";113;2;-1;0;"unknown";"no"
35;"management";"married";"tertiary";"no";1631;"yes";"no";"unknown";21;"may";83;2;-1;0;"unknown";"no"
33;"technician";"single";"secondary";"no";313;"yes";"no";"unknown";21;"may";291;2;-1;0;"unknown";"no"
34;"entrepreneur";"single";"secondary";"no";0;"yes";"yes";"unknown";21;"may";394;2;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";3468;"yes";"no";"unknown";21;"may";72;3;-1;0;"unknown";"no"
24;"blue-collar";"single";"secondary";"no";171;"yes";"no";"unknown";21;"may";151;2;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";453;"yes";"no";"unknown";21;"may";312;2;-1;0;"unknown";"no"
40;"blue-collar";"married";"primary";"no";558;"yes";"yes";"unknown";21;"may";56;3;-1;0;"unknown";"no"
32;"management";"single";"tertiary";"no";1373;"yes";"no";"unknown";21;"may";474;2;-1;0;"unknown";"no"
38;"blue-collar";"single";"primary";"no";-100;"yes";"no";"unknown";21;"may";189;2;-1;0;"unknown";"no"
35;"technician";"married";"secondary";"no";432;"yes";"no";"unknown";21;"may";1094;55;-1;0;"unknown";"no"
39;"admin.";"married";"secondary";"no";1985;"yes";"no";"unknown";21;"may";155;4;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";223;"yes";"no";"unknown";21;"may";91;3;-1;0;"unknown";"no"
33;"management";"married";"tertiary";"no";2308;"yes";"no";"unknown";21;"may";232;2;-1;0;"unknown";"no"
36;"self-employed";"single";"tertiary";"no";4752;"yes";"no";"unknown";21;"may";446;2;-1;0;"unknown";"no"
52;"admin.";"married";"secondary";"no";1933;"yes";"no";"unknown";21;"may";153;4;-1;0;"unknown";"no"
58;"retired";"married";"secondary";"no";1402;"yes";"no";"unknown";21;"may";111;5;-1;0;"unknown";"no"
39;"blue-collar";"married";"secondary";"no";5853;"yes";"no";"unknown";21;"may";210;2;-1;0;"unknown";"no"
26;"services";"single";"secondary";"no";186;"yes";"no";"unknown";21;"may";72;3;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";1739;"yes";"yes";"unknown";21;"may";213;2;-1;0;"unknown";"no"
38;"entrepreneur";"married";"tertiary";"no";6704;"yes";"no";"unknown";21;"may";205;2;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";1176;"yes";"no";"unknown";21;"may";166;2;-1;0;"unknown";"no"
30;"services";"single";"secondary";"no";-838;"yes";"no";"unknown";21;"may";142;2;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";28;"yes";"no";"unknown";21;"may";237;2;-1;0;"unknown";"no"
38;"self-employed";"married";"secondary";"no";-165;"yes";"no";"unknown";21;"may";230;2;-1;0;"unknown";"no"
31;"admin.";"divorced";"secondary";"no";2294;"yes";"no";"unknown";21;"may";96;2;-1;0;"unknown";"no"
34;"management";"married";"secondary";"no";293;"yes";"no";"unknown";21;"may";162;3;-1;0;"unknown";"no"
33;"management";"married";"secondary";"no";609;"yes";"no";"unknown";21;"may";239;2;-1;0;"unknown";"no"
46;"management";"single";"tertiary";"no";-867;"yes";"yes";"unknown";21;"may";222;5;-1;0;"unknown";"no"
27;"blue-collar";"single";"secondary";"no";-208;"yes";"no";"unknown";21;"may";127;2;-1;0;"unknown";"no"
35;"services";"married";"secondary";"no";1317;"yes";"no";"unknown";21;"may";69;4;-1;0;"unknown";"no"
32;"admin.";"divorced";"secondary";"no";335;"yes";"no";"unknown";21;"may";501;2;-1;0;"unknown";"no"
33;"blue-collar";"single";"primary";"no";1390;"yes";"no";"unknown";21;"may";192;1;-1;0;"unknown";"no"
37;"blue-collar";"married";"secondary";"no";1818;"yes";"no";"unknown";21;"may";273;1;-1;0;"unknown";"no"
37;"blue-collar";"married";"primary";"no";543;"yes";"no";"unknown";21;"may";281;1;-1;0;"unknown";"no"
31;"blue-collar";"married";"secondary";"no";3298;"yes";"no";"unknown";21;"may";175;2;-1;0;"unknown";"no"
40;"unemployed";"single";"secondary";"no";1744;"yes";"no";"unknown";21;"may";465;11;-1;0;"unknown";"no"
34;"blue-collar";"single";"secondary";"no";89;"yes";"yes";"unknown";21;"may";175;2;-1;0;"unknown";"no"
32;"blue-collar";"married";"primary";"no";-175;"yes";"no";"unknown";21;"may";116;1;-1;0;"unknown";"no"
36;"blue-collar";"single";"primary";"no";20;"yes";"no";"unknown";21;"may";87;14;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";263;"yes";"no";"unknown";21;"may";206;3;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";392;"yes";"yes";"unknown";21;"may";292;2;-1;0;"unknown";"no"
31;"blue-collar";"married";"secondary";"no";1599;"yes";"no";"unknown";21;"may";49;1;-1;0;"unknown";"no"
32;"technician";"single";"secondary";"no";644;"yes";"yes";"unknown";21;"may";198;1;-1;0;"unknown";"no"
53;"blue-collar";"married";"secondary";"no";813;"yes";"no";"unknown";21;"may";23;16;-1;0;"unknown";"no"
39;"management";"married";"tertiary";"no";2271;"yes";"no";"unknown";21;"may";575;2;-1;0;"unknown";"no"
33;"services";"married";"secondary";"no";881;"yes";"no";"unknown";21;"may";67;5;-1;0;"unknown";"no"
48;"blue-collar";"married";"primary";"no";5366;"yes";"no";"unknown";21;"may";248;3;-1;0;"unknown";"no"
38;"blue-collar";"married";"secondary";"no";924;"yes";"no";"unknown";21;"may";108;2;-1;0;"unknown";"no"
