"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
47;"admin.";"married";"unknown";"no";0;"yes";"no";"unknown";7;"may";164;1;-1;0;"unknown";"no"
50;"technician";"married";"secondary";"no";73;"no";"no";"unknown";7;"may";93;1;-1;0;"unknown";"no"
30;"blue-collar";"single";"primary";"no";660;"yes";"no";"unknown";7;"may";912;2;-1;0;"unknown";"no"
44;"services";"married";"primary";"no";-79;"yes";"no";"unknown";7;"may";179;2;-1;0;"unknown";"no"
44;"blue-collar";"divorced";"secondary";"no";558;"yes";"no";"unknown";7;"may";485;1;-1;0;"unknown";"no"
30;"services";"single";"secondary";"no";342;"yes";"no";"unknown";7;"may";206;2;-1;0;"unknown";"no"
40;"blue-collar";"married";"unknown";"no";-4;"yes";"no";"unknown";7;"may";311;1;-1;0;"unknown";"no"
41;"blue-collar";"married";"unknown";"no";225;"yes";"no";"unknown";7;"may";690;2;-1;0;"unknown";"no"
34;"blue-collar";"married";"primary";"no";267;"yes";"no";"unknown";7;"may";362;1;-1;0;"unknown";"no"
53;"services";"married";"primary";"no";46;"yes";"no";"unknown";7;"may";274;1;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";624;"yes";"no";"unknown";7;"may";163;1;-1;0;"unknown";"no"
34;"technician";"divorced";"secondary";"no";1107;"yes";"yes";"unknown";7;"may";345;1;-1;0;"unknown";"no"
39;"admin.";"single";"secondary";"no";573;"yes";"no";"unknown";7;"may";329;1;-1;0;"unknown";"no"
39;"management";"single";"tertiary";"no";406;"yes";"no";"unknown";7;"may";68;1;-1;0;"unknown";"no"
52;"services";"divorced";"secondary";"no";220;"yes";"no";"unknown";7;"may";143;3;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";2308;"yes";"no";"unknown";7;"may";1062;1;-1;0;"unknown";"no"
37;"blue-collar";"divorced";"primary";"no";139;"yes";"no";"unknown";7;"may";71;1;-1;0;"unknown";"no"
39;"admin.";"married";"secondary";"no";367;"yes";"no";"unknown";7;"may";106;1;-1;0;"unknown";"no"
52;"entrepreneur";"divorced";"primary";"no";278;"yes";"no";"unknown";7;"may";688;2;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";229;"yes";"no";"unknown";7;"may";103;3;-1;0;"unknown";"no"
36;"entrepreneur";"married";"tertiary";"no";1722;"yes";"no";"unknown";7;"may";349;2;-1;0;"unknown";"no"
48;"technician";"married";"secondary";"no";-500;"yes";"no";"unknown";7;"may";78;5;-1;0;"unknown";"no"
31;"admin.";"divorced";"secondary";"no";308;"yes";"no";"unknown";7;"may";194;1;-1;0;"unknown";"no"
43;"technician";"divorced";"tertiary";"no";1026;"yes";"yes";"unknown";7;"may";224;5;-1;0;"unknown";"no"
43;"blue-collar";"single";"primary";"no";548;"yes";"no";"unknown";7;"may";98;1;-1;0;"unknown";"no"
39;"blue-collar";"married";"secondary";"no";356;"yes";"yes";"unknown";7;"may";607;1;-1;0;"unknown";"no"
40;"technician";"married";"primary";"no";164;"yes";"no";"unknown";7;"may";398;1;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";211;"no";"no";"unknown";7;"may";103;2;-1;0;"unknown";"no"
31;"blue-collar";"married";"primary";"no";19;"yes";"no";"unknown";7;"may";241;2;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";108;"yes";"yes";"unknown";7;"may";203;1;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";308;"yes";"no";"unknown";7;"may";96;3;-1;0;"unknown";"no"
44;"services";"divorced";"secondary";"no";7;"yes";"yes";"unknown";7;"may";238;3;-1;0;"unknown";"no"
37;"technician";"married";"tertiary";"no";16;"yes";"yes";"unknown";7;"may";153;3;-1;0;"unknown";"no"
39;"blue-collar";"married";"primary";"no";867;"yes";"no";"unknown";7;"may";481;1;-1;0;"unknown";"no"
41;"blue-collar";"single";"secondary";"no";277;"yes";"no";"unknown";7;"may";2177;4;-1;0;"unknown";"no"
52;"blue-collar";"divorced";"primary";"no";196;"yes";"no";"unknown";7;"may";119;3;-1;0;"unknown";"no"
29;"blue-collar";"single";"primary";"no";365;"yes";"yes";"unknown";7;"may";245;2;-1;0;"unknown";"no"
60;"blue-collar";"divorced";"secondary";"no";1310;"no";"no";"unknown";7;"may";152;2;-1;0;"unknown";"no"
32;"technician";"married";"secondary";"no";186;"no";"no";"unknown";7;"may";418;2;-1;0;"unknown";"no"
50;"services";"single";"primary";"no";148;"yes";"no";"unknown";7;"may";198;2;-1;0;"unknown";"no"
56;"blue-collar";"married";"primary";"no";862;"yes";"yes";"unknown";7;"may";198;2;-1;0;"unknown";"no"
48;"admin.";"married";"secondary";"no";359;"yes";"no";"unknown";7;"may";374;1;-1;0;"unknown";"no"
29;"blue-collar";"married";"primary";"no";190;"no";"no";"unknown";7;"may";51;1;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";4;"yes";"yes";"unknown";7;"may";263;1;-1;0;"unknown";"no"
42;"admin.";"divorced";"secondary";"no";0;"yes";"no";"unknown";7;"may";229;2;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";42;"yes";"no";"unknown";7;"may";154;2;-1;0;"unknown";"no"
23;"management";"single";"tertiary";"no";2605;"yes";"no";"unknown";7;"may";278;6;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";60;"yes";"yes";"unknown";7;"may";306;5;-1;0;"unknown";"no"
51;"management";"married";"primary";"no";98;"yes";"no";"unknown";7;"may";114;2;-1;0;"unknown";"no"
52;"technician";"single";"secondary";"no";-181;"yes";"no";"unknown";7;"may";94;2;-1;0;"unknown";"no"
45;"technician";"married";"secondary";"no";118;"yes";"no";"unknown";7;"may";208;2;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";-15;"yes";"no";"unknown";7;"may";169;2;-1;0;"unknown";"no"
27;"student";"single";"secondary";"no";671;"yes";"no";"unknown";7;"may";332;2;-1;0;"unknown";"no"
50;"blue-collar";"married";"secondary";"no";1557;"yes";"no";"unknown";7;"may";263;6;-1;0;"unknown";"no"
36;"blue-collar";"married";"primary";"no";-20;"yes";"no";"unknown";7;"may";353;3;-1;0;"unknown";"no"
46;"blue-collar";"married";"primary";"no";323;"yes";"no";"unknown";7;"may";108;6;-1;0;"unknown";"no"
44;"blue-collar";"married";"primary";"no";-171;"yes";"no";"unknown";7;"may";441;2;-1;0;"unknown";"no"
47;"blue-collar";"married";"secondary";"no";438;"yes";"no";"unknown";7;"may";46;3;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";316;"yes";"no";"unknown";7;"may";266;2;-1;0;"unknown";"no"
36;"services";"single";"secondary";"no";174;"yes";"no";"unknown";7;"may";223;2;-1;0;"unknown";"no"
46;"blue-collar";"married";"secondary";"no";442;"yes";"no";"unknown";7;"may";105;2;-1;0;"unknown";"no"
58;"technician";"married";"secondary";"no";786;"yes";"no";"unknown";7;"may";165;3;-1;0;"unknown";"no"
30;"technician";"divorced";"tertiary";"no";-317;"yes";"no";"unknown";7;"may";381;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";667;"yes";"no";"unknown";7;"may";228;3;-1;0;"unknown";"no"
29;"services";"single";"secondary";"no";-158;"yes";"no";"unknown";7;"may";128;2;-1;0;"unknown";"no"
41;"management";"married";"tertiary";"no";72;"yes";"no";"unknown";7;"may";764;3;-1;0;"unknown";"no"
44;"entrepreneur";"married";"primary";"no";58;"yes";"no";"unknown";7;"may";113;3;-1;0;"unknown";"no"
44;"services";"divorced";"secondary";"no";396;"yes";"yes";"unknown";7;"may";396;4;-1;0;"unknown";"no"
59;"blue-collar";"married";"primary";"no";10;"yes";"no";"unknown";7;"may";133;3;-1;0;"unknown";"no"
39;"management";"single";"unknown";"no";2887;"yes";"no";"unknown";7;"may";42;2;-1;0;"unknown";"no"
42;"management";"married";"secondary";"no";0;"no";"no";"unknown";7;"may";234;4;-1;0;"unknown";"no"
31;"admin.";"married";"secondary";"no";89;"no";"no";"unknown";7;"may";297;3;-1;0;"unknown";"no"
29;"unknown";"single";"primary";"no";50;"yes";"no";"unknown";7;"may";50;2;-1;0;"unknown";"no"
