"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
56;"entrepreneur";"divorced";"secondary";"no";179;"no";"no";"cellular";14;"aug";47;2;-1;0;"unknown";"no"
35;"management";"single";"secondary";"no";1189;"no";"yes";"cellular";14;"aug";92;2;-1;0;"unknown";"no"
30;"technician";"married";"tertiary";"no";910;"no";"no";"cellular";14;"aug";228;2;-1;0;"unknown";"no"
37;"management";"single";"tertiary";"no";131;"no";"no";"telephone";14;"aug";293;2;-1;0;"unknown";"no"
55;"retired";"married";"primary";"no";3334;"no";"no";"cellular";14;"aug";632;4;-1;0;"unknown";"yes"
36;"technician";"married";"secondary";"no";25;"no";"no";"cellular";14;"aug";98;2;-1;0;"unknown";"no"
54;"management";"married";"tertiary";"no";0;"no";"no";"cellular";14;"aug";260;7;-1;0;"unknown";"no"
30;"technician";"single";"secondary";"no";2782;"no";"no";"cellular";14;"aug";205;2;-1;0;"unknown";"no"
57;"retired";"married";"secondary";"no";663;"no";"no";"cellular";14;"aug";107;2;-1;0;"unknown";"no"
34;"technician";"single";"secondary";"yes";-14;"no";"no";"cellular";14;"aug";85;2;-1;0;"unknown";"no"
59;"technician";"married";"secondary";"no";316;"no";"no";"cellular";14;"aug";200;4;-1;0;"unknown";"no"
39;"technician";"married";"tertiary";"no";99;"no";"no";"cellular";14;"aug";170;2;-1;0;"unknown";"no"
57;"retired";"married";"secondary";"no";191;"no";"no";"cellular";14;"aug";127;4;-1;0;"unknown";"no"
47;"technician";"divorced";"secondary";"no";2836;"no";"yes";"cellular";14;"aug";10;2;-1;0;"unknown";"no"
30;"management";"married";"tertiary";"no";1165;"yes";"yes";"cellular";14;"aug";80;2;-1;0;"unknown";"no"
50;"management";"single";"tertiary";"no";490;"no";"no";"cellular";14;"aug";273;5;-1;0;"unknown";"no"
47;"management";"married";"tertiary";"no";3681;"no";"no";"cellular";14;"aug";101;2;-1;0;"unknown";"no"
57;"technician";"married";"secondary";"no";2625;"no";"no";"cellular";14;"aug";465;2;-1;0;"unknown";"no"
32;"technician";"single";"tertiary";"no";1038;"no";"no";"cellular";14;"aug";128;4;-1;0;"unknown";"no"
40;"technician";"single";"tertiary";"no";539;"no";"no";"cellular";14;"aug";121;2;-1;0;"unknown";"no"
34;"technician";"married";"tertiary";"no";8029;"yes";"no";"cellular";14;"aug";593;4;-1;0;"unknown";"yes"
44;"entrepreneur";"married";"tertiary";"no";624;"no";"no";"telephone";14;"aug";552;2;-1;0;"unknown";"yes"
39;"management";"single";"tertiary";"no";668;"no";"no";"cellular";14;"aug";297;2;-1;0;"unknown";"no"
33;"technician";"single";"tertiary";"no";0;"no";"no";"cellular";14;"aug";93;2;-1;0;"unknown";"no"
58;"retired";"married";"secondary";"no";188;"no";"no";"cellular";14;"aug";141;2;-1;0;"unknown";"no"
60;"services";"married";"secondary";"no";2858;"no";"no";"cellular";14;"aug";155;2;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";0;"no";"yes";"cellular";14;"aug";370;4;-1;0;"unknown";"no"
36;"technician";"single";"tertiary";"no";306;"no";"no";"cellular";14;"aug";111;2;-1;0;"unknown";"no"
36;"management";"married";"tertiary";"no";867;"no";"no";"cellular";14;"aug";159;2;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";416;"no";"no";"cellular";14;"aug";1217;4;-1;0;"unknown";"no"
51;"blue-collar";"married";"primary";"no";165;"yes";"no";"telephone";14;"aug";313;2;-1;0;"unknown";"no"
30;"services";"single";"tertiary";"no";719;"no";"yes";"cellular";14;"aug";38;2;-1;0;"unknown";"no"
50;"services";"married";"secondary";"no";961;"no";"yes";"cellular";14;"aug";757;4;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";4332;"no";"no";"cellular";14;"aug";213;2;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";972;"no";"no";"cellular";14;"aug";297;4;-1;0;"unknown";"no"
59;"management";"married";"tertiary";"no";1857;"no";"no";"cellular";14;"aug";128;4;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";2205;"no";"no";"cellular";14;"aug";635;2;-1;0;"unknown";"no"
49;"blue-collar";"married";"secondary";"no";322;"no";"no";"cellular";14;"aug";356;2;-1;0;"unknown";"no"
41;"blue-collar";"divorced";"secondary";"no";388;"no";"no";"cellular";14;"aug";605;2;-1;0;"unknown";"no"
52;"blue-collar";"married";"unknown";"no";51;"no";"no";"cellular";14;"aug";935;2;-1;0;"unknown";"no"
42;"technician";"single";"tertiary";"no";171;"no";"no";"cellular";14;"aug";143;2;-1;0;"unknown";"no"
35;"housemaid";"married";"secondary";"no";495;"no";"no";"cellular";14;"aug";414;4;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";336;"no";"no";"cellular";14;"aug";220;2;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";2227;"no";"no";"cellular";14;"aug";95;2;-1;0;"unknown";"no"
32;"technician";"married";"tertiary";"no";943;"no";"no";"cellular";14;"aug";127;2;-1;0;"unknown";"no"
36;"technician";"married";"secondary";"no";3579;"no";"no";"cellular";14;"aug";308;2;-1;0;"unknown";"no"
42;"management";"divorced";"tertiary";"no";245;"no";"no";"cellular";14;"aug";103;2;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";1344;"yes";"yes";"cellular";14;"aug";69;6;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";10112;"yes";"no";"cellular";14;"aug";90;4;-1;0;"unknown";"no"
56;"retired";"married";"tertiary";"no";811;"no";"no";"cellular";14;"aug";148;19;-1;0;"unknown";"no"
43;"management";"married";"tertiary";"no";696;"no";"no";"cellular";14;"aug";110;8;-1;0;"unknown";"no"
30;"management";"single";"secondary";"no";1299;"no";"no";"cellular";14;"aug";515;2;-1;0;"unknown";"no"
30;"management";"married";"tertiary";"no";4022;"no";"no";"cellular";14;"aug";214;2;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";331;"no";"no";"cellular";14;"aug";857;2;-1;0;"unknown";"yes"
47;"technician";"married";"secondary";"no";-9;"no";"no";"cellular";14;"aug";457;2;-1;0;"unknown";"no"
31;"technician";"married";"secondary";"no";3322;"yes";"no";"cellular";14;"aug";421;2;-1;0;"unknown";"no"
54;"entrepreneur";"married";"tertiary";"no";345;"no";"no";"cellular";14;"aug";183;6;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";311;"no";"no";"cellular";14;"aug";240;2;-1;0;"unknown";"no"
30;"management";"single";"secondary";"no";135;"no";"no";"cellular";14;"aug";112;2;-1;0;"unknown";"no"
33;"technician";"single";"secondary";"no";3264;"no";"no";"cellular";14;"aug";423;4;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";361;"no";"no";"cellular";14;"aug";503;2;-1;0;"unknown";"no"
60;"housemaid";"married";"primary";"no";887;"no";"no";"cellular";14;"aug";95;2;-1;0;"unknown";"no"
54;"management";"divorced";"tertiary";"no";3222;"no";"no";"cellular";14;"aug";67;2;-1;0;"unknown";"no"
55;"services";"married";"secondary";"no";4263;"no";"no";"cellular";14;"aug";93;2;-1;0;"unknown";"no"
51;"housemaid";"married";"secondary";"no";429;"no";"no";"cellular";14;"aug";230;2;-1;0;"unknown";"no"
45;"admin.";"married";"secondary";"no";0;"no";"no";"cellular";14;"aug";113;2;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";4561;"yes";"no";"cellular";14;"aug";103;2;-1;0;"unknown";"no"
47;"blue-collar";"married";"primary";"no";673;"no";"yes";"cellular";14;"aug";106;6;-1;0;"unknown";"no"
39;"management";"divorced";"tertiary";"no";1387;"yes";"no";"cellular";14;"aug";373;2;-1;0;"unknown";"no"
32;"management";"single";"tertiary";"no";3616;"no";"no";"cellular";14;"aug";165;2;-1;0;"unknown";"no"
46;"blue-collar";"married";"primary";"no";648;"no";"no";"cellular";14;"aug";59;4;-1;0;"unknown";"no"
57;"retired";"married";"secondary";"no";209;"no";"no";"cellular";14;"aug";56;4;-1;0;"unknown";"no"
52;"blue-collar";"married";"primary";"no";1949;"no";"no";"cellular";14;"aug";108;2;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";334;"no";"no";"cellular";14;"aug";144;2;-1;0;"unknown";"no"
51;"services";"married";"secondary";"no";276;"no";"no";"cellular";14;"aug";80;2;-1;0;"unknown";"no"
59;"management";"married";"secondary";"no";1021;"no";"no";"cellular";14;"aug";89;2;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";3905;"no";"no";"cellular";14;"aug";112;2;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";2916;"no";"no";"cellular";14;"aug";174;2;-1;0;"unknown";"no"
