"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
37;"technician";"married";"secondary";"no";1142;"yes";"no";"cellular";17;"jul";309;2;-1;0;"unknown";"no"
49;"management";"married";"tertiary";"no";78;"no";"yes";"cellular";17;"jul";257;2;-1;0;"unknown";"no"
37;"services";"single";"secondary";"no";43;"yes";"no";"cellular";17;"jul";36;2;-1;0;"unknown";"no"
52;"technician";"married";"secondary";"no";272;"no";"yes";"cellular";17;"jul";53;1;-1;0;"unknown";"no"
42;"blue-collar";"married";"primary";"no";0;"yes";"no";"cellular";17;"jul";71;1;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";808;"yes";"yes";"cellular";17;"jul";20;3;-1;0;"unknown";"no"
37;"management";"married";"secondary";"yes";33;"no";"yes";"cellular";17;"jul";117;1;-1;0;"unknown";"no"
50;"blue-collar";"married";"secondary";"no";1832;"yes";"no";"cellular";17;"jul";80;1;-1;0;"unknown";"no"
48;"admin.";"married";"secondary";"no";0;"yes";"no";"cellular";17;"jul";109;4;-1;0;"unknown";"no"
49;"management";"married";"tertiary";"no";964;"yes";"yes";"cellular";17;"jul";201;1;-1;0;"unknown";"no"
42;"services";"married";"primary";"no";0;"no";"no";"cellular";17;"jul";397;1;-1;0;"unknown";"no"
39;"admin.";"married";"secondary";"no";0;"yes";"no";"cellular";17;"jul";69;1;-1;0;"unknown";"no"
58;"blue-collar";"divorced";"secondary";"no";543;"no";"yes";"telephone";17;"jul";264;3;-1;0;"unknown";"no"
31;"technician";"single";"tertiary";"no";0;"yes";"no";"cellular";17;"jul";90;1;-1;0;"unknown";"no"
34;"management";"married";"secondary";"no";29;"no";"yes";"cellular";17;"jul";94;2;-1;0;"unknown";"no"
52;"entrepreneur";"married";"secondary";"no";10;"no";"yes";"cellular";17;"jul";72;3;-1;0;"unknown";"no"
43;"entrepreneur";"married";"secondary";"no";556;"yes";"no";"cellular";17;"jul";317;1;-1;0;"unknown";"no"
26;"blue-collar";"married";"secondary";"no";-11;"yes";"yes";"cellular";17;"jul";1150;3;-1;0;"unknown";"yes"
36;"technician";"married";"secondary";"no";-179;"yes";"no";"cellular";17;"jul";144;1;-1;0;"unknown";"no"
26;"entrepreneur";"married";"secondary";"no";-142;"yes";"no";"cellular";17;"jul";126;1;-1;0;"unknown";"no"
34;"services";"married";"secondary";"no";40;"yes";"no";"cellular";17;"jul";302;2;-1;0;"unknown";"no"
49;"technician";"married";"tertiary";"no";80;"no";"no";"cellular";17;"jul";123;1;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";180;"no";"yes";"cellular";17;"jul";114;1;-1;0;"unknown";"no"
29;"blue-collar";"married";"secondary";"no";723;"no";"yes";"cellular";17;"jul";235;1;-1;0;"unknown";"no"
44;"blue-collar";"married";"primary";"no";10;"yes";"no";"cellular";17;"jul";196;1;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";518;"no";"no";"telephone";17;"jul";84;1;-1;0;"unknown";"no"
36;"management";"married";"tertiary";"no";-633;"yes";"no";"cellular";17;"jul";106;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";958;"yes";"no";"telephone";17;"jul";151;1;-1;0;"unknown";"no"
30;"services";"married";"secondary";"no";7032;"no";"no";"cellular";17;"jul";102;1;-1;0;"unknown";"no"
55;"retired";"married";"secondary";"no";119;"no";"yes";"cellular";17;"jul";521;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";710;"yes";"no";"cellular";17;"jul";181;2;-1;0;"unknown";"no"
35;"admin.";"married";"secondary";"no";0;"no";"no";"cellular";17;"jul";80;5;-1;0;"unknown";"no"
37;"self-employed";"married";"secondary";"yes";0;"yes";"no";"cellular";17;"jul";158;1;-1;0;"unknown";"no"
53;"services";"married";"secondary";"no";0;"yes";"no";"cellular";17;"jul";187;1;-1;0;"unknown";"no"
55;"retired";"divorced";"secondary";"no";138;"no";"no";"cellular";17;"jul";205;1;-1;0;"unknown";"no"
46;"entrepreneur";"married";"secondary";"no";294;"yes";"no";"cellular";17;"jul";228;1;-1;0;"unknown";"no"
26;"blue-collar";"single";"secondary";"no";4146;"no";"no";"cellular";17;"jul";628;1;-1;0;"unknown";"no"
51;"technician";"married";"secondary";"no";563;"yes";"no";"cellular";17;"jul";117;3;-1;0;"unknown";"no"
55;"unemployed";"divorced";"secondary";"no";79;"yes";"no";"cellular";17;"jul";418;2;-1;0;"unknown";"no"
40;"admin.";"married";"secondary";"no";-769;"yes";"yes";"cellular";17;"jul";64;1;-1;0;"unknown";"no"
60;"entrepreneur";"married";"primary";"no";83;"yes";"no";"cellular";17;"jul";302;2;-1;0;"unknown";"no"
35;"housemaid";"married";"primary";"no";113;"yes";"no";"cellular";17;"jul";923;2;-1;0;"unknown";"yes"
41;"housemaid";"married";"primary";"no";15;"no";"yes";"telephone";17;"jul";17;3;-1;0;"unknown";"no"
42;"admin.";"married";"secondary";"no";1279;"yes";"no";"cellular";17;"jul";50;1;-1;0;"unknown";"no"
