"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
28;"technician";"single";"secondary";"no";113;"no";"no";"cellular";13;"aug";204;3;105;1;"failure";"yes"
34;"technician";"married";"tertiary";"no";3160;"yes";"no";"cellular";13;"aug";726;1;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";4590;"yes";"no";"cellular";13;"aug";75;1;442;2;"failure";"no"
35;"technician";"married";"secondary";"no";1368;"no";"no";"cellular";13;"aug";159;2;78;3;"success";"no"
48;"self-employed";"married";"secondary";"no";1559;"no";"no";"cellular";13;"aug";344;1;190;2;"failure";"no"
34;"admin.";"married";"tertiary";"no";882;"no";"no";"cellular";13;"aug";135;1;113;5;"success";"no"
54;"technician";"married";"secondary";"no";473;"no";"yes";"cellular";13;"aug";112;1;-1;0;"unknown";"no"
74;"retired";"divorced";"primary";"no";166;"no";"no";"cellular";13;"aug";99;1;-1;0;"unknown";"no"
36;"admin.";"single";"tertiary";"no";994;"no";"no";"cellular";13;"aug";185;2;105;3;"success";"no"
48;"self-employed";"married";"tertiary";"no";3118;"no";"no";"cellular";13;"aug";371;2;-1;0;"unknown";"no"
26;"technician";"single";"tertiary";"no";-67;"yes";"no";"cellular";13;"aug";143;1;90;1;"success";"no"
45;"technician";"married";"secondary";"no";0;"no";"no";"telephone";13;"aug";99;1;-1;0;"unknown";"no"
57;"housemaid";"divorced";"primary";"no";1198;"no";"no";"cellular";13;"aug";146;1;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";2279;"no";"no";"cellular";13;"aug";284;1;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";13014;"no";"no";"cellular";13;"aug";738;1;-1;0;"unknown";"yes"
30;"admin.";"single";"tertiary";"no";305;"no";"no";"cellular";13;"aug";75;1;105;3;"success";"no"
56;"retired";"married";"primary";"no";9367;"no";"no";"cellular";13;"aug";320;2;101;2;"success";"yes"
35;"admin.";"single";"tertiary";"no";4233;"no";"no";"cellular";13;"aug";135;2;-1;0;"unknown";"no"
50;"housemaid";"divorced";"secondary";"no";0;"no";"no";"telephone";13;"aug";43;1;105;2;"failure";"no"
30;"management";"single";"tertiary";"no";499;"yes";"no";"cellular";13;"aug";92;2;90;1;"failure";"no"
45;"management";"single";"tertiary";"no";2067;"yes";"no";"cellular";13;"aug";393;2;462;1;"success";"yes"
36;"technician";"single";"secondary";"no";376;"no";"no";"cellular";13;"aug";479;1;-1;0;"unknown";"yes"
57;"retired";"single";"tertiary";"no";842;"no";"no";"cellular";13;"aug";284;3;-1;0;"unknown";"yes"
35;"management";"married";"tertiary";"no";1471;"yes";"yes";"cellular";13;"aug";236;3;-1;0;"unknown";"no"
30;"student";"single";"tertiary";"no";3115;"no";"no";"telephone";13;"aug";217;2;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";1228;"no";"no";"cellular";13;"aug";99;2;105;10;"success";"no"
30;"management";"married";"tertiary";"no";877;"no";"no";"cellular";13;"aug";202;1;83;5;"failure";"no"
33;"blue-collar";"married";"secondary";"no";5164;"no";"no";"cellular";13;"aug";238;2;265;1;"failure";"no"
33;"management";"married";"tertiary";"no";3363;"yes";"yes";"cellular";13;"aug";158;1;-1;0;"unknown";"no"
66;"management";"single";"tertiary";"no";6483;"no";"no";"cellular";13;"aug";275;1;-1;0;"unknown";"no"
49;"technician";"married";"tertiary";"no";1235;"no";"no";"cellular";13;"aug";354;3;-1;0;"unknown";"yes"
29;"housemaid";"single";"tertiary";"no";453;"no";"no";"cellular";13;"aug";126;2;-1;0;"unknown";"no"
49;"management";"married";"tertiary";"no";1;"no";"no";"telephone";13;"aug";640;2;101;4;"success";"yes"
33;"admin.";"married";"secondary";"no";1737;"no";"no";"cellular";14;"aug";228;2;106;2;"failure";"no"
58;"retired";"married";"secondary";"no";1227;"no";"no";"cellular";14;"aug";182;2;37;2;"failure";"no"
37;"services";"married";"secondary";"no";775;"no";"no";"cellular";14;"aug";150;2;-1;0;"unknown";"yes"
74;"retired";"married";"tertiary";"no";6027;"no";"no";"cellular";14;"aug";233;2;-1;0;"unknown";"no"
67;"retired";"married";"primary";"no";10776;"no";"no";"telephone";14;"aug";176;2;99;17;"other";"no"
37;"management";"married";"tertiary";"no";1276;"no";"no";"cellular";14;"aug";156;2;-1;0;"unknown";"yes"
35;"management";"single";"tertiary";"no";18111;"no";"no";"cellular";14;"aug";172;4;-1;0;"unknown";"yes"
59;"unemployed";"divorced";"secondary";"no";2026;"no";"no";"cellular";14;"aug";185;3;73;1;"failure";"no"
68;"retired";"married";"primary";"no";2301;"no";"no";"cellular";14;"aug";90;3;120;1;"failure";"no"
21;"student";"single";"secondary";"no";6844;"no";"no";"cellular";14;"aug";126;3;127;7;"other";"no"
57;"admin.";"married";"secondary";"no";169;"no";"no";"cellular";14;"aug";180;1;106;2;"failure";"no"
29;"unemployed";"single";"secondary";"no";486;"no";"no";"telephone";14;"aug";151;1;106;1;"failure";"no"
43;"unemployed";"married";"secondary";"no";775;"no";"no";"cellular";14;"aug";98;1;106;1;"failure";"no"
45;"management";"married";"tertiary";"no";1433;"no";"no";"cellular";14;"aug";117;1;-1;0;"unknown";"no"
46;"unemployed";"single";"tertiary";"no";44;"no";"no";"cellular";14;"aug";225;1;-1;0;"unknown";"yes"
26;"admin.";"single";"secondary";"no";255;"no";"no";"cellular";14;"aug";209;2;106;2;"success";"yes"
54;"retired";"married";"tertiary";"no";1778;"no";"no";"cellular";14;"aug";319;1;268;2;"failure";"no"
33;"self-employed";"married";"tertiary";"no";263;"no";"no";"cellular";14;"aug";257;1;102;2;"failure";"no"
69;"retired";"married";"primary";"no";579;"no";"no";"cellular";14;"aug";230;1;-1;0;"unknown";"no"
47;"unemployed";"married";"secondary";"no";926;"no";"no";"cellular";14;"aug";436;1;403;5;"success";"yes"
63;"retired";"divorced";"secondary";"no";4833;"no";"no";"cellular";14;"aug";415;1;-1;0;"unknown";"no"
59;"management";"divorced";"tertiary";"no";3368;"no";"no";"cellular";14;"aug";260;1;-1;0;"unknown";"no"
58;"management";"divorced";"tertiary";"no";5701;"no";"no";"cellular";14;"aug";92;3;106;2;"success";"no"
36;"management";"married";"primary";"no";1506;"no";"no";"cellular";14;"aug";326;3;-1;0;"unknown";"yes"
19;"student";"single";"unknown";"no";60;"no";"no";"cellular";14;"aug";253;1;-1;0;"unknown";"no"
28;"admin.";"single";"tertiary";"no";373;"yes";"no";"cellular";14;"aug";78;1;79;4;"other";"no"
26;"technician";"single";"tertiary";"no";777;"yes";"no";"cellular";14;"aug";260;2;463;1;"failure";"no"
37;"management";"married";"tertiary";"no";332;"yes";"no";"cellular";14;"aug";190;2;84;7;"failure";"no"
64;"retired";"married";"tertiary";"no";846;"no";"no";"cellular";14;"aug";107;3;-1;0;"unknown";"no"
36;"blue-collar";"divorced";"secondary";"no";2843;"no";"no";"cellular";14;"aug";186;1;-1;0;"unknown";"yes"
22;"student";"single";"secondary";"no";47;"no";"no";"cellular";14;"aug";236;2;-1;0;"unknown";"no"
38;"technician";"divorced";"secondary";"no";902;"yes";"no";"cellular";14;"aug";108;1;102;4;"success";"no"
37;"student";"single";"unknown";"no";444;"no";"no";"cellular";14;"aug";137;1;102;5;"success";"yes"
62;"management";"married";"tertiary";"no";557;"no";"no";"cellular";14;"aug";185;1;-1;0;"unknown";"yes"
29;"student";"single";"unknown";"no";145;"no";"no";"cellular";14;"aug";105;1;-1;0;"unknown";"no"
26;"blue-collar";"single";"secondary";"no";535;"no";"no";"cellular";14;"aug";125;1;-1;0;"unknown";"yes"
72;"retired";"single";"tertiary";"no";614;"no";"no";"cellular";14;"aug";553;1;-1;0;"unknown";"no"
45;"management";"married";"tertiary";"no";2671;"no";"no";"cellular";14;"aug";94;4;-1;0;"unknown";"yes"
33;"management";"married";"tertiary";"no";271;"yes";"no";"cellular";14;"aug";801;2;-1;0;"unknown";"yes"
63;"technician";"married";"secondary";"no";896;"yes";"no";"cellular";14;"aug";276;2;-1;0;"unknown";"yes"
23;"blue-collar";"married";"secondary";"no";272;"no";"no";"cellular";14;"aug";100;2;-1;0;"unknown";"yes"
57;"retired";"married";"secondary";"no";479;"no";"no";"telephone";14;"aug";82;2;-1;0;"unknown";"no"
55;"retired";"married";"primary";"no";16432;"no";"no";"cellular";14;"aug";482;2;-1;0;"unknown";"no"
20;"student";"single";"secondary";"no";210;"no";"no";"cellular";14;"aug";101;1;-1;0;"unknown";"no"
25;"management";"single";"tertiary";"no";528;"no";"no";"cellular";14;"aug";201;1;-1;0;"unknown";"yes"
32;"technician";"married";"tertiary";"no";2976;"yes";"no";"cellular";14;"aug";88;5;-1;0;"unknown";"no"
60;"retired";"married";"unknown";"no";209;"no";"no";"cellular";14;"aug";391;3;106;1;"failure";"yes"
44;"management";"married";"tertiary";"no";226;"yes";"no";"cellular";14;"aug";190;3;270;3;"failure";"yes"
32;"management";"single";"tertiary";"no";12607;"no";"no";"cellular";14;"aug";203;5;84;1;"failure";"no"
33;"unemployed";"single";"tertiary";"no";1974;"no";"no";"cellular";14;"aug";498;2;191;1;"failure";"yes"
39;"entrepreneur";"married";"tertiary";"no";942;"yes";"no";"cellular";14;"aug";880;3;267;1;"other";"yes"
36;"technician";"single";"secondary";"no";1228;"yes";"no";"cellular";14;"aug";153;2;102;3;"success";"no"
46;"blue-collar";"married";"unknown";"no";336;"yes";"no";"cellular";14;"aug";260;3;457;1;"other";"yes"
41;"admin.";"divorced";"secondary";"no";220;"yes";"no";"cellular";14;"aug";142;2;88;2;"failure";"no"
32;"blue-collar";"single";"secondary";"no";551;"yes";"no";"cellular";14;"aug";99;3;-1;0;"unknown";"no"
33;"technician";"married";"tertiary";"no";300;"no";"no";"cellular";14;"aug";70;3;-1;0;"unknown";"no"
25;"student";"single";"secondary";"no";4147;"no";"no";"cellular";14;"aug";211;3;-1;0;"unknown";"yes"
35;"management";"single";"tertiary";"no";7218;"no";"no";"cellular";14;"aug";224;3;-1;0;"unknown";"no"
54;"technician";"married";"secondary";"no";0;"no";"no";"telephone";14;"aug";159;2;106;6;"success";"no"
39;"technician";"married";"tertiary";"no";11766;"yes";"no";"cellular";14;"aug";313;4;102;5;"failure";"no"
35;"technician";"married";"secondary";"no";1577;"yes";"yes";"cellular";17;"aug";80;1;273;1;"failure";"no"
32;"technician";"married";"tertiary";"no";8023;"no";"no";"cellular";17;"aug";219;1;84;2;"failure";"no"
42;"admin.";"married";"primary";"no";-306;"yes";"no";"cellular";17;"aug";308;1;459;1;"success";"yes"
25;"self-employed";"single";"unknown";"no";1179;"no";"no";"cellular";17;"aug";43;1;83;2;"failure";"no"
55;"entrepreneur";"married";"tertiary";"no";0;"no";"no";"cellular";17;"aug";116;1;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";1123;"no";"no";"cellular";17;"aug";75;1;-1;0;"unknown";"no"
73;"retired";"married";"tertiary";"no";2575;"no";"no";"cellular";17;"aug";152;1;-1;0;"unknown";"no"
56;"management";"married";"unknown";"no";4623;"no";"no";"cellular";17;"aug";348;1;-1;0;"unknown";"yes"
82;"retired";"married";"secondary";"no";276;"no";"no";"telephone";17;"aug";199;1;-1;0;"unknown";"yes"
70;"entrepreneur";"married";"tertiary";"no";15265;"no";"no";"cellular";17;"aug";551;2;-1;0;"unknown";"no"
57;"management";"married";"secondary";"no";139;"no";"no";"cellular";17;"aug";80;1;-1;0;"unknown";"no"
77;"retired";"married";"tertiary";"no";0;"no";"no";"cellular";17;"aug";286;1;-1;0;"unknown";"yes"
31;"management";"single";"tertiary";"no";1441;"no";"no";"cellular";17;"aug";156;1;-1;0;"unknown";"no"
56;"blue-collar";"married";"secondary";"no";241;"yes";"no";"cellular";17;"aug";97;2;-1;0;"unknown";"no"
36;"services";"single";"tertiary";"no";1189;"no";"no";"cellular";17;"aug";220;1;-1;0;"unknown";"yes"
34;"technician";"single";"secondary";"no";1227;"no";"no";"telephone";17;"aug";122;1;109;1;"other";"no"
26;"student";"single";"secondary";"no";0;"no";"no";"cellular";17;"aug";237;1;82;2;"failure";"no"
30;"admin.";"married";"tertiary";"no";591;"yes";"no";"cellular";17;"aug";115;1;-1;0;"unknown";"no"
29;"student";"single";"unknown";"no";7585;"no";"no";"telephone";17;"aug";123;1;-1;0;"unknown";"no"
26;"management";"single";"tertiary";"no";948;"yes";"no";"cellular";17;"aug";125;1;-1;0;"unknown";"no"
45;"technician";"divorced";"secondary";"no";982;"yes";"no";"cellular";17;"aug";123;2;454;3;"success";"no"
52;"management";"married";"tertiary";"no";7;"no";"no";"cellular";17;"aug";366;2;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";431;"no";"no";"cellular";17;"aug";343;2;397;1;"failure";"yes"
50;"technician";"married";"secondary";"no";2218;"yes";"no";"cellular";17;"aug";711;1;-1;0;"unknown";"yes"
58;"management";"married";"tertiary";"no";1394;"no";"no";"cellular";17;"aug";628;1;83;1;"other";"no"
39;"management";"single";"tertiary";"no";763;"no";"no";"cellular";17;"aug";192;1;-1;0;"unknown";"no"
36;"admin.";"married";"secondary";"no";953;"yes";"no";"cellular";17;"aug";80;1;81;2;"failure";"no"
